travelCode,userCode,from,to,flightType,price,time,distance,agency,date
61835,603,Recife (PE),Campo Grande (MS),economic,615.59,1.39,535.4,Rainbow,2022-07-01
71290,690,Rio de Janeiro (RJ),Aracaju (SE),firstClass,1381.55,1.55,597.61,FlyingDrops,2022-07-01
126803,1253,Sao Paulo (SP),Florianopolis (SC),economic,908.17,1.46,562.14,Rainbow,2022-07-01
96102,949,Natal (RN),Florianopolis (SC),firstClass,1554.92,1.84,709.37,Rainbow,2022-07-01
121662,1205,Brasilia (DF),Florianopolis (SC),premium,1222.24,1.66,637.56,Rainbow,2022-07-01
42355,412,Sao Paulo (SP),Recife (PE),premium,1195.26,1.26,486.52,CloudFy,2022-07-01
85153,836,Recife (PE),Aracaju (SE),economic,663.23,1.44,555.74,Rainbow,2022-07-01
6201,61,Campo Grande (MS),Brasilia (DF),firstClass,870.91,0.72,277.7,Rainbow,2022-07-01
96337,952,Recife (PE),Florianopolis (SC),firstClass,1434.38,1.76,676.53,FlyingDrops,2022-07-01
70478,683,Florianopolis (SC),Natal (RN),premium,1114.55,1.84,709.37,Rainbow,2022-07-01
85851,846,Brasilia (DF),Aracaju (SE),premium,987.07,1.11,425.98,CloudFy,2022-07-01
33146,319,Florianopolis (SC),Aracaju (SE),economic,879.1,2.1,808.85,CloudFy,2022-07-01
80591,783,Rio de Janeiro (RJ),Natal (RN),firstClass,1187.1,1.55,595.03,FlyingDrops,2022-07-01
4048,40,Sao Paulo (SP),Recife (PE),firstClass,1464.89,1.26,486.52,FlyingDrops,2022-07-01
36669,349,Natal (RN),Brasilia (DF),firstClass,1286.63,1.43,550.69,Rainbow,2022-07-01
55886,544,Aracaju (SE),Campo Grande (MS),economic,743.54,1.69,650.1,Rainbow,2022-07-01
90068,888,Natal (RN),Florianopolis (SC),economic,884.4,1.84,709.37,Rainbow,2022-07-01
53443,516,Recife (PE),Campo Grande (MS),firstClass,1069.12,1.39,535.4,Rainbow,2022-07-01
65103,633,Aracaju (SE),Campo Grande (MS),firstClass,1389.37,1.69,650.1,CloudFy,2022-07-01
14677,146,Natal (RN),Brasilia (DF),economic,686.79,1.43,550.69,Rainbow,2022-07-01
114419,1138,Salvador (BH),Florianopolis (SC),premium,1336.68,2.44,937.77,Rainbow,2022-07-01
104744,1039,Sao Paulo (SP),Florianopolis (SC),firstClass,1666.23,1.46,562.14,FlyingDrops,2022-07-01
89496,882,Campo Grande (MS),Aracaju (SE),premium,1146.95,1.69,650.1,Rainbow,2022-07-01
130992,1288,Salvador (BH),Florianopolis (SC),firstClass,1654.09,2.44,937.77,Rainbow,2022-07-01
93482,922,Natal (RN),Florianopolis (SC),firstClass,1570.02,1.84,709.37,CloudFy,2022-07-01
92640,914,Sao Paulo (SP),Florianopolis (SC),economic,947.95,1.46,562.14,CloudFy,2022-07-01
