travelCode,userCode,from,to,flightType,price,time,distance,agency,date
617,4,Recife (PE),Aracaju (SE),firstClass,1300.81,1.44,555.74,FlyingDrops,2023-06-01
101285,1004,Florianopolis (SC),Aracaju (SE),firstClass,1582.1,2.1,808.85,Rainbow,2023-06-01
81534,793,Sao Paulo (SP),Brasilia (DF),firstClass,727.31,0.67,257.81,FlyingDrops,2023-06-01
115991,1150,Florianopolis (SC),Rio de Janeiro (RJ),economic,313.62,1.21,466.3,CloudFy,2023-06-01
40408,389,Aracaju (SE),Recife (PE),firstClass,1119.47,1.44,555.74,Rainbow,2023-06-01
43977,430,Recife (PE),Rio de Janeiro (RJ),economic,910.7,2.3,885.57,CloudFy,2023-06-01
97447,962,Florianopolis (SC),Recife (PE),firstClass,1300.6,1.76,676.53,CloudFy,2023-06-01
8496,82,Recife (PE),Brasilia (DF),firstClass,721.93,0.63,242.21,Rainbow,2023-06-01
55934,544,Campo Grande (MS),Florianopolis (SC),economic,764.53,1.49,573.81,Rainbow,2023-06-01
91364,900,Florianopolis (SC),Salvador (BH),firstClass,1640.8,2.44,937.77,CloudFy,2023-06-01
24882,241,Recife (PE),Aracaju (SE),economic,663.23,1.44,555.74,Rainbow,2023-06-01
11529,112,Brasilia (DF),Recife (PE),economic,421.2,0.63,242.21,Rainbow,2023-06-01
115626,1148,Florianopolis (SC),Brasilia (DF),premium,814.55,1.66,637.56,Rainbow,2023-06-01
126652,1252,Florianopolis (SC),Rio de Janeiro (RJ),premium,469.92,1.21,466.3,CloudFy,2023-06-01
16127,158,Brasilia (DF),Sao Paulo (SP),premium,750.0,0.67,257.81,Rainbow,2023-06-01
95300,940,Florianopolis (SC),Campo Grande (MS),premium,714.86,1.49,573.81,Rainbow,2023-06-01
109963,1089,Florianopolis (SC),Salvador (BH),premium,1367.88,2.44,937.77,Rainbow,2023-06-01
39548,381,Brasilia (DF),Recife (PE),firstClass,772.21,0.63,242.21,Rainbow,2023-06-01
92688,914,Florianopolis (SC),Aracaju (SE),premium,1248.7,2.1,808.85,Rainbow,2023-06-01
93855,925,Florianopolis (SC),Rio de Janeiro (RJ),economic,317.08,1.21,466.3,Rainbow,2023-06-01
134662,1323,Florianopolis (SC),Aracaju (SE),premium,1149.53,2.1,808.85,CloudFy,2023-06-01
56765,552,Campo Grande (MS),Salvador (BH),firstClass,1149.38,1.36,522.34,CloudFy,2023-06-01
123563,1222,Florianopolis (SC),Recife (PE),premium,1013.4,1.76,676.53,Rainbow,2023-06-01
135853,1335,Florianopolis (SC),Sao Paulo (SP),premium,577.76,1.46,562.14,Rainbow,2023-06-01
49417,483,Campo Grande (MS),Brasilia (DF),premium,661.32,0.72,277.7,CloudFy,2023-06-01
86190,848,Natal (RN),Salvador (BH),economic,959.79,1.85,710.57,Rainbow,2023-06-01
33574,322,Brasilia (DF),Florianopolis (SC),economic,884.94,1.66,637.56,CloudFy,2023-06-01
28813,274,Recife (PE),Natal (RN),firstClass,633.71,0.58,222.67,FlyingDrops,2023-06-01
89544,882,Aracaju (SE),Natal (RN),firstClass,598.61,0.46,176.33,CloudFy,2023-06-01
17503,174,Recife (PE),Brasilia (DF),economic,439.38,0.63,242.21,Rainbow,2023-06-01
99997,992,Florianopolis (SC),Brasilia (DF),firstClass,1127.36,1.66,637.56,CloudFy,2023-06-01
20240,195,Aracaju (SE),Recife (PE),economic,604.14,1.44,555.74,CloudFy,2023-06-01
111559,1104,Florianopolis (SC),Sao Paulo (SP),premium,577.76,1.46,562.14,Rainbow,2023-06-01
45888,447,Aracaju (SE),Campo Grande (MS),firstClass,1389.37,1.69,650.1,CloudFy,2023-06-01
103459,1026,Florianopolis (SC),Brasilia (DF),firstClass,1097.17,1.66,637.56,FlyingDrops,2023-06-01
65327,634,Campo Grande (MS),Aracaju (SE),firstClass,1473.41,1.69,650.1,FlyingDrops,2023-06-01
105134,1041,Florianopolis (SC),Sao Paulo (SP),economic,426.91,1.46,562.14,CloudFy,2023-06-01
109363,1083,Florianopolis (SC),Aracaju (SE),firstClass,1468.03,2.1,808.85,CloudFy,2023-06-01
9493,94,Aracaju (SE),Campo Grande (MS),premium,1116.83,1.69,650.1,Rainbow,2023-06-01
127897,1260,Florianopolis (SC),Aracaju (SE),economic,879.1,2.1,808.85,CloudFy,2023-06-01
134190,1320,Florianopolis (SC),Sao Paulo (SP),firstClass,762.89,1.46,562.14,FlyingDrops,2023-06-01
39869,384,Brasilia (DF),Campo Grande (MS),firstClass,1096.58,0.72,277.7,CloudFy,2023-06-01
79044,766,Aracaju (SE),Florianopolis (SC),premium,1174.97,2.1,808.85,CloudFy,2023-06-01
418,3,Aracaju (SE),Recife (PE),premium,875.41,1.44,555.74,Rainbow,2023-06-01
61658,601,Campo Grande (MS),Sao Paulo (SP),premium,441.34,0.44,168.22,Rainbow,2023-06-01
2485,21,Brasilia (DF),Campo Grande (MS),economic,629.54,0.72,277.7,Rainbow,2023-06-01
