travelCode,userCode,from,to,flightType,price,time,distance,agency,date
15646,155,Aracaju (SE),Salvador (BH),premium,1288.79,2.16,830.86,CloudFy,2022-11-03
116549,1155,Florianopolis (SC),Salvador (BH),firstClass,1630.75,2.44,937.77,Rainbow,2022-11-03
90377,891,Florianopolis (SC),Recife (PE),economic,695.3,1.76,676.53,Rainbow,2022-11-03
35908,342,Recife (PE),Salvador (BH),firstClass,1470.41,2.05,788.55,Rainbow,2022-11-03
587,4,Aracaju (SE),Salvador (BH),firstClass,1723.71,2.16,830.86,Rainbow,2022-11-03
100718,1001,Florianopolis (SC),Sao Paulo (SP),premium,577.76,1.46,562.14,Rainbow,2022-11-03
1338,11,Aracaju (SE),Natal (RN),firstClass,549.96,0.46,176.33,Rainbow,2022-11-03
114437,1138,Florianopolis (SC),Sao Paulo (SP),economic,427.0,1.46,562.14,Rainbow,2022-11-03
34527,329,Recife (PE),Campo Grande (MS),economic,563.71,1.39,535.4,CloudFy,2022-11-03
59003,573,Campo Grande (MS),Salvador (BH),premium,826.72,1.36,522.34,CloudFy,2022-11-03
68069,659,Natal (RN),Sao Paulo (SP),premium,863.8,0.85,327.55,CloudFy,2022-11-03
115596,1148,Florianopolis (SC),Natal (RN),economic,780.68,1.84,709.37,Rainbow,2022-11-03
106418,1056,Florianopolis (SC),Brasilia (DF),firstClass,1127.36,1.66,637.56,CloudFy,2022-11-03
41554,402,Aracaju (SE),Natal (RN),premium,535.95,0.46,176.33,CloudFy,2022-11-03
130769,1286,Florianopolis (SC),Aracaju (SE),economic,819.41,2.1,808.85,Rainbow,2022-11-03
73199,710,Sao Paulo (SP),Recife (PE),firstClass,1573.5,1.26,486.52,Rainbow,2022-11-03
132694,1306,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,624.89,1.21,466.3,FlyingDrops,2022-11-03
23995,234,Brasilia (DF),Campo Grande (MS),firstClass,1069.61,0.72,277.7,Rainbow,2022-11-03
12327,119,Brasilia (DF),Recife (PE),economic,421.2,0.63,242.21,Rainbow,2022-11-03
20038,194,Aracaju (SE),Recife (PE),economic,604.14,1.44,555.74,CloudFy,2022-11-03
8466,82,Recife (PE),Salvador (BH),firstClass,1484.94,2.05,788.55,CloudFy,2022-11-03
107544,1066,Florianopolis (SC),Natal (RN),premium,1114.55,1.84,709.37,Rainbow,2022-11-03
86160,848,Natal (RN),Florianopolis (SC),firstClass,1570.02,1.84,709.37,CloudFy,2022-11-03
93186,919,Florianopolis (SC),Sao Paulo (SP),firstClass,738.8,1.46,562.14,Rainbow,2022-11-03
11836,115,Recife (PE),Natal (RN),economic,301.51,0.58,222.67,CloudFy,2022-11-03
130267,1281,Florianopolis (SC),Campo Grande (MS),firstClass,857.32,1.49,573.81,Rainbow,2022-11-03
80125,779,Sao Paulo (SP),Aracaju (SE),premium,962.54,1.02,392.76,Rainbow,2022-11-03
86561,852,Sao Paulo (SP),Rio de Janeiro (RJ),firstClass,1041.65,0.86,331.89,FlyingDrops,2022-11-03
61393,599,Campo Grande (MS),Salvador (BH),economic,621.36,1.36,522.34,CloudFy,2022-11-03
59882,580,Campo Grande (MS),Florianopolis (SC),firstClass,1446.34,1.49,573.81,CloudFy,2022-11-03
43245,422,Aracaju (SE),Sao Paulo (SP),firstClass,756.3,1.02,392.76,FlyingDrops,2022-11-03
19874,193,Recife (PE),Natal (RN),firstClass,669.83,0.58,222.67,CloudFy,2022-11-03
72331,702,Natal (RN),Campo Grande (MS),firstClass,953.32,0.65,250.68,CloudFy,2022-11-03
46054,448,Brasilia (DF),Recife (PE),premium,559.13,0.63,242.21,Rainbow,2022-11-03
77484,752,Aracaju (SE),Rio de Janeiro (RJ),economic,712.64,1.55,597.61,Rainbow,2022-11-03
68431,662,Natal (RN),Aracaju (SE),firstClass,576.66,0.46,176.33,CloudFy,2022-11-03
103891,1029,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,624.89,1.21,466.3,FlyingDrops,2022-11-03
47641,461,Campo Grande (MS),Salvador (BH),firstClass,1149.38,1.36,522.34,CloudFy,2022-11-03
85869,846,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1183.57,1.55,597.61,CloudFy,2022-11-03
124125,1226,Florianopolis (SC),Rio de Janeiro (RJ),premium,481.42,1.21,466.3,Rainbow,2022-11-03
