travelCode,userCode,from,to,flightType,price,time,distance,agency,date
133543,1315,Recife (PE),Florianopolis (SC),economic,803.39,1.76,676.53,Rainbow,2022-05-01
46628,453,Recife (PE),Campo Grande (MS),firstClass,1069.12,1.39,535.4,Rainbow,2022-05-01
115934,1150,Sao Paulo (SP),Florianopolis (SC),firstClass,1718.28,1.46,562.14,Rainbow,2022-05-01
106826,1060,Rio de Janeiro (RJ),Florianopolis (SC),firstClass,941.27,1.21,466.3,Rainbow,2022-05-01
44264,432,Salvador (BH),Aracaju (SE),firstClass,1581.59,2.16,830.86,FlyingDrops,2022-05-01
103402,1026,Recife (PE),Florianopolis (SC),premium,1074.75,1.76,676.53,CloudFy,2022-05-01
131630,1295,Sao Paulo (SP),Florianopolis (SC),firstClass,1666.23,1.46,562.14,FlyingDrops,2022-05-01
127115,1255,Natal (RN),Florianopolis (SC),premium,1165.99,1.84,709.37,CloudFy,2022-05-01
19423,189,Rio de Janeiro (RJ),Aracaju (SE),firstClass,1381.55,1.55,597.61,FlyingDrops,2022-05-01
20011,194,Campo Grande (MS),Recife (PE),economic,659.43,1.39,535.4,CloudFy,2022-05-01
3307,32,Campo Grande (MS),Brasilia (DF),economic,506.56,0.72,277.7,CloudFy,2022-05-01
114716,1140,Recife (PE),Florianopolis (SC),firstClass,1434.38,1.76,676.53,FlyingDrops,2022-05-01
17902,177,Aracaju (SE),Recife (PE),firstClass,1124.11,1.44,555.74,CloudFy,2022-05-01
70469,683,Florianopolis (SC),Natal (RN),premium,1128.51,1.84,709.37,CloudFy,2022-05-01
109655,1086,Salvador (BH),Florianopolis (SC),premium,1336.68,2.44,937.77,Rainbow,2022-05-01
28397,271,Rio de Janeiro (RJ),Brasilia (DF),firstClass,591.19,0.48,183.37,FlyingDrops,2022-05-01
77862,756,Campo Grande (MS),Aracaju (SE),economic,886.9,1.69,650.1,CloudFy,2022-05-01
96093,949,Rio de Janeiro (RJ),Florianopolis (SC),economic,533.69,1.21,466.3,CloudFy,2022-05-01
104911,1040,Natal (RN),Florianopolis (SC),firstClass,1554.92,1.84,709.37,Rainbow,2022-05-01
47801,462,Brasilia (DF),Campo Grande (MS),firstClass,1069.61,0.72,277.7,Rainbow,2022-05-01
54693,533,Rio de Janeiro (RJ),Campo Grande (MS),firstClass,1512.09,2.09,806.48,CloudFy,2022-05-01
4219,41,Aracaju (SE),Recife (PE),firstClass,1088.87,1.44,555.74,FlyingDrops,2022-05-01
80582,783,Salvador (BH),Aracaju (SE),economic,811.73,2.16,830.86,CloudFy,2022-05-01
7024,67,Aracaju (SE),Brasilia (DF),economic,472.72,1.11,425.98,CloudFy,2022-05-01
6355,62,Natal (RN),Recife (PE),firstClass,744.11,0.58,222.67,CloudFy,2022-05-01
62869,612,Florianopolis (SC),Campo Grande (MS),firstClass,857.32,1.49,573.81,Rainbow,2022-05-01
108319,1074,Recife (PE),Florianopolis (SC),economic,761.2,1.76,676.53,CloudFy,2022-05-01
42346,412,Florianopolis (SC),Brasilia (DF),premium,814.55,1.66,637.56,Rainbow,2022-05-01
62332,607,Salvador (BH),Campo Grande (MS),premium,684.85,1.36,522.34,CloudFy,2022-05-01
81829,796,Sao Paulo (SP),Natal (RN),firstClass,946.36,0.85,327.55,CloudFy,2022-05-01
110518,1095,Salvador (BH),Florianopolis (SC),economic,899.6,2.44,937.77,Rainbow,2022-05-01
116288,1153,Brasilia (DF),Florianopolis (SC),firstClass,1576.97,1.66,637.56,Rainbow,2022-05-01
66082,641,Florianopolis (SC),Campo Grande (MS),economic,478.02,1.49,573.81,CloudFy,2022-05-01
133705,1316,Aracaju (SE),Florianopolis (SC),premium,1174.97,2.1,808.85,CloudFy,2022-05-01
89487,882,Campo Grande (MS),Natal (RN),economic,411.05,0.65,250.68,Rainbow,2022-05-01
122553,1214,Aracaju (SE),Florianopolis (SC),economic,869.13,2.1,808.85,CloudFy,2022-05-01
127446,1257,Sao Paulo (SP),Florianopolis (SC),economic,908.17,1.46,562.14,Rainbow,2022-05-01
27080,260,Florianopolis (SC),Recife (PE),firstClass,1300.6,1.76,676.53,CloudFy,2022-05-01
118177,1170,Recife (PE),Florianopolis (SC),premium,1070.54,1.76,676.53,Rainbow,2022-05-01
91077,898,Aracaju (SE),Florianopolis (SC),firstClass,1499.93,2.1,808.85,FlyingDrops,2022-05-01
14476,145,Campo Grande (MS),Aracaju (SE),firstClass,1545.78,1.69,650.1,Rainbow,2022-05-01
17644,175,Sao Paulo (SP),Aracaju (SE),firstClass,1186.15,1.02,392.76,CloudFy,2022-05-01
58795,572,Florianopolis (SC),Campo Grande (MS),firstClass,857.32,1.49,573.81,Rainbow,2022-05-01
35404,338,Natal (RN),Aracaju (SE),firstClass,611.4,0.46,176.33,Rainbow,2022-05-01
75756,737,Natal (RN),Aracaju (SE),economic,301.61,0.46,176.33,Rainbow,2022-05-01
31397,300,Brasilia (DF),Aracaju (SE),firstClass,1214.82,1.11,425.98,Rainbow,2022-05-01
129461,1273,Rio de Janeiro (RJ),Florianopolis (SC),premium,672.66,1.21,466.3,Rainbow,2022-05-01
32515,312,Recife (PE),Brasilia (DF),economic,393.68,0.63,242.21,CloudFy,2022-05-01
102137,1012,Rio de Janeiro (RJ),Florianopolis (SC),firstClass,941.27,1.21,466.3,Rainbow,2022-05-01
134605,1323,Natal (RN),Florianopolis (SC),economic,873.07,1.84,709.37,CloudFy,2022-05-01
58595,571,Rio de Janeiro (RJ),Campo Grande (MS),firstClass,1518.88,2.09,806.48,Rainbow,2022-05-01
10022,100,Salvador (BH),Recife (PE),firstClass,1348.04,2.05,788.55,FlyingDrops,2022-05-01
111700,1105,Salvador (BH),Florianopolis (SC),premium,1336.68,2.44,937.77,Rainbow,2022-05-01
56905,553,Rio de Janeiro (RJ),Campo Grande (MS),firstClass,1512.09,2.09,806.48,CloudFy,2022-05-01
66675,646,Natal (RN),Campo Grande (MS),firstClass,979.56,0.65,250.68,FlyingDrops,2022-05-01
82112,798,Aracaju (SE),Sao Paulo (SP),firstClass,752.27,1.02,392.76,Rainbow,2022-05-01
109906,1089,Campo Grande (MS),Florianopolis (SC),economic,764.53,1.49,573.81,Rainbow,2022-05-01
118406,1173,Aracaju (SE),Florianopolis (SC),firstClass,1515.79,2.1,808.85,CloudFy,2022-05-01
101228,1004,Rio de Janeiro (RJ),Florianopolis (SC),firstClass,875.65,1.21,466.3,CloudFy,2022-05-01
