travelCode,userCode,from,to,flightType,price,time,distance,agency,date
39847,384,Sao Paulo (SP),Recife (PE),firstClass,1464.89,1.26,486.52,FlyingDrops,2023-01-01
46062,448,Rio de Janeiro (RJ),Recife (PE),firstClass,1702.23,2.3,885.57,FlyingDrops,2023-01-01
92666,914,Rio de Janeiro (RJ),Florianopolis (SC),firstClass,941.27,1.21,466.3,Rainbow,2023-01-01
124777,1231,Aracaju (SE),Florianopolis (SC),premium,1132.81,2.1,808.85,Rainbow,2023-01-01
116740,1156,Recife (PE),Florianopolis (SC),economic,761.2,1.76,676.53,CloudFy,2023-01-01
32243,308,Sao Paulo (SP),Recife (PE),firstClass,1464.89,1.26,486.52,FlyingDrops,2023-01-01
115604,1148,Sao Paulo (SP),Florianopolis (SC),economic,947.95,1.46,562.14,CloudFy,2023-01-01
30586,290,Florianopolis (SC),Brasilia (DF),premium,814.55,1.66,637.56,Rainbow,2023-01-01
93194,919,Sao Paulo (SP),Florianopolis (SC),firstClass,1666.23,1.46,562.14,FlyingDrops,2023-01-01
9000,90,Campo Grande (MS),Brasilia (DF),economic,517.82,0.72,277.7,Rainbow,2023-01-01
93833,925,Brasilia (DF),Florianopolis (SC),firstClass,1569.65,1.66,637.56,FlyingDrops,2023-01-01
11319,111,Florianopolis (SC),Aracaju (SE),premium,1149.53,2.1,808.85,CloudFy,2023-01-01
83795,820,Brasilia (DF),Natal (RN),premium,1107.52,1.43,550.69,Rainbow,2023-01-01
94346,931,Aracaju (SE),Florianopolis (SC),premium,1132.81,2.1,808.85,Rainbow,2023-01-01
93508,922,Brasilia (DF),Florianopolis (SC),economic,889.07,1.66,637.56,Rainbow,2023-01-01
19458,189,Recife (PE),Aracaju (SE),firstClass,1181.19,1.44,555.74,Rainbow,2023-01-01
49834,486,Recife (PE),Campo Grande (MS),firstClass,1038.95,1.39,535.4,FlyingDrops,2023-01-01
126630,1252,Aracaju (SE),Florianopolis (SC),firstClass,1582.41,2.1,808.85,Rainbow,2023-01-01
89119,879,Rio de Janeiro (RJ),Sao Paulo (SP),premium,612.87,0.86,331.89,Rainbow,2023-01-01
61636,601,Salvador (BH),Campo Grande (MS),premium,774.52,1.36,522.34,Rainbow,2023-01-01
130275,1281,Campo Grande (MS),Florianopolis (SC),firstClass,1341.21,1.49,573.81,Rainbow,2023-01-01
98271,973,Aracaju (SE),Florianopolis (SC),economic,869.13,2.1,808.85,CloudFy,2023-01-01
52973,512,Brasilia (DF),Campo Grande (MS),premium,851.15,0.72,277.7,Rainbow,2023-01-01
101076,1003,Aracaju (SE),Florianopolis (SC),premium,1132.81,2.1,808.85,Rainbow,2023-01-01
73700,714,Florianopolis (SC),Aracaju (SE),economic,879.1,2.1,808.85,CloudFy,2023-01-01
82147,798,Aracaju (SE),Sao Paulo (SP),premium,588.14,1.02,392.76,Rainbow,2023-01-01
70678,684,Aracaju (SE),Natal (RN),firstClass,549.96,0.46,176.33,Rainbow,2023-01-01
92128,908,Brasilia (DF),Florianopolis (SC),firstClass,1576.97,1.66,637.56,Rainbow,2023-01-01
98562,975,Aracaju (SE),Florianopolis (SC),economic,869.13,2.1,808.85,CloudFy,2023-01-01
12955,126,Rio de Janeiro (RJ),Aracaju (SE),economic,734.09,1.55,597.61,Rainbow,2023-01-01
58630,571,Salvador (BH),Campo Grande (MS),premium,684.85,1.36,522.34,CloudFy,2023-01-01
49221,482,Natal (RN),Campo Grande (MS),economic,546.04,0.65,250.68,CloudFy,2023-01-01
34136,326,Rio de Janeiro (RJ),Recife (PE),firstClass,1702.23,2.3,885.57,FlyingDrops,2023-01-01
81206,789,Campo Grande (MS),Aracaju (SE),premium,1215.45,1.69,650.1,CloudFy,2023-01-01
102712,1019,Salvador (BH),Florianopolis (SC),economic,899.6,2.44,937.77,Rainbow,2023-01-01
16905,168,Campo Grande (MS),Brasilia (DF),economic,517.82,0.72,277.7,Rainbow,2023-01-01
47649,461,Sao Paulo (SP),Campo Grande (MS),firstClass,668.19,0.44,168.22,FlyingDrops,2023-01-01
9290,93,Aracaju (SE),Brasilia (DF),premium,706.36,1.11,425.98,Rainbow,2023-01-01
992,8,Campo Grande (MS),Brasilia (DF),firstClass,949.99,0.72,277.7,CloudFy,2023-01-01
24341,237,Brasilia (DF),Aracaju (SE),premium,965.62,1.11,425.98,Rainbow,2023-01-01
35736,341,Salvador (BH),Recife (PE),economic,767.27,2.05,788.55,CloudFy,2023-01-01
32058,307,Recife (PE),Brasilia (DF),economic,439.38,0.63,242.21,Rainbow,2023-01-01
89522,882,Recife (PE),Natal (RN),firstClass,633.71,0.58,222.67,FlyingDrops,2023-01-01
116557,1155,Brasilia (DF),Florianopolis (SC),premium,1189.32,1.66,637.56,CloudFy,2023-01-01
74972,727,Rio de Janeiro (RJ),Sao Paulo (SP),premium,645.44,0.86,331.89,CloudFy,2023-01-01
35250,337,Campo Grande (MS),Aracaju (SE),firstClass,1581.8,1.69,650.1,CloudFy,2023-01-01
91112,898,Sao Paulo (SP),Florianopolis (SC),firstClass,1666.23,1.46,562.14,FlyingDrops,2023-01-01
40088,387,Rio de Janeiro (RJ),Brasilia (DF),premium,435.67,0.48,183.37,Rainbow,2023-01-01
42381,412,Florianopolis (SC),Brasilia (DF),economic,636.51,1.66,637.56,CloudFy,2023-01-01
4074,40,Aracaju (SE),Recife (PE),premium,875.41,1.44,555.74,Rainbow,2023-01-01
59011,573,Recife (PE),Campo Grande (MS),firstClass,1110.76,1.39,535.4,CloudFy,2023-01-02
62367,607,Salvador (BH),Campo Grande (MS),economic,494.29,1.36,522.34,Rainbow,2023-01-02
103437,1026,Campo Grande (MS),Florianopolis (SC),firstClass,1310.32,1.49,573.81,FlyingDrops,2023-01-02
106426,1056,Sao Paulo (SP),Florianopolis (SC),firstClass,1666.23,1.46,562.14,FlyingDrops,2023-01-02
9471,94,Rio de Janeiro (RJ),Aracaju (SE),premium,1098.93,1.55,597.61,Rainbow,2023-01-02
97425,962,Natal (RN),Florianopolis (SC),firstClass,1554.92,1.84,709.37,Rainbow,2023-01-02
21804,212,Aracaju (SE),Recife (PE),economic,604.14,1.44,555.74,CloudFy,2023-01-02
66302,642,Rio de Janeiro (RJ),Campo Grande (MS),premium,1139.93,2.09,806.48,CloudFy,2023-01-02
86168,848,Salvador (BH),Sao Paulo (SP),premium,513.47,1.04,401.66,Rainbow,2023-01-02
68077,659,Recife (PE),Sao Paulo (SP),premium,670.13,1.26,486.52,Rainbow,2023-01-02
5745,56,Rio de Janeiro (RJ),Aracaju (SE),firstClass,1386.46,1.55,597.61,Rainbow,2023-01-02
28182,268,Brasilia (DF),Recife (PE),firstClass,804.24,0.63,242.21,CloudFy,2023-01-02
41844,407,Campo Grande (MS),Brasilia (DF),economic,506.56,0.72,277.7,CloudFy,2023-01-02
118212,1170,Natal (RN),Florianopolis (SC),firstClass,1570.02,1.84,709.37,CloudFy,2023-01-02
39526,381,Salvador (BH),Brasilia (DF),firstClass,1020.08,1.76,676.56,FlyingDrops,2023-01-02
135831,1335,Recife (PE),Florianopolis (SC),firstClass,1371.83,1.76,676.53,Rainbow,2023-01-02
26557,254,Sao Paulo (SP),Brasilia (DF),premium,586.06,0.67,257.81,Rainbow,2023-01-02
95278,940,Campo Grande (MS),Florianopolis (SC),firstClass,1446.34,1.49,573.81,CloudFy,2023-01-02
1346,11,Florianopolis (SC),Brasilia (DF),premium,814.55,1.66,637.56,Rainbow,2023-01-02
103899,1029,Rio de Janeiro (RJ),Florianopolis (SC),economic,533.69,1.21,466.3,CloudFy,2023-01-02
33552,322,Natal (RN),Aracaju (SE),economic,361.68,0.46,176.33,CloudFy,2023-01-02
64949,632,Florianopolis (SC),Campo Grande (MS),economic,544.86,1.49,573.81,Rainbow,2023-01-02
25732,247,Natal (RN),Aracaju (SE),economic,301.61,0.46,176.33,Rainbow,2023-01-02
79022,766,Campo Grande (MS),Sao Paulo (SP),economic,381.83,0.44,168.22,Rainbow,2023-01-02
72589,705,Campo Grande (MS),Natal (RN),firstClass,749.85,0.65,250.68,FlyingDrops,2023-01-02
37972,362,Aracaju (SE),Recife (PE),firstClass,1119.47,1.44,555.74,Rainbow,2023-01-02
56109,545,Rio de Janeiro (RJ),Campo Grande (MS),firstClass,1566.26,2.09,806.48,FlyingDrops,2023-01-02
87566,864,Brasilia (DF),Aracaju (SE),economic,654.88,1.11,425.98,CloudFy,2023-01-02
103030,1022,Natal (RN),Florianopolis (SC),firstClass,1570.02,1.84,709.37,CloudFy,2023-01-02
12335,119,Recife (PE),Aracaju (SE),economic,684.88,1.44,555.74,CloudFy,2023-01-02
109341,1083,Recife (PE),Florianopolis (SC),premium,1074.75,1.76,676.53,CloudFy,2023-01-02
58830,572,Salvador (BH),Campo Grande (MS),economic,534.41,1.36,522.34,CloudFy,2023-01-02
47836,462,Aracaju (SE),Campo Grande (MS),premium,1021.53,1.69,650.1,CloudFy,2023-01-02
2463,21,Sao Paulo (SP),Brasilia (DF),premium,586.06,0.67,257.81,Rainbow,2023-01-02
68439,662,Recife (PE),Sao Paulo (SP),firstClass,980.83,1.26,486.52,Rainbow,2023-01-02
62904,612,Aracaju (SE),Campo Grande (MS),economic,743.54,1.69,650.1,Rainbow,2023-01-02
77492,752,Sao Paulo (SP),Aracaju (SE),firstClass,1186.15,1.02,392.76,CloudFy,2023-01-02
86569,852,Brasilia (DF),Sao Paulo (SP),economic,533.8,0.67,257.81,Rainbow,2023-01-02
595,4,Sao Paulo (SP),Aracaju (SE),economic,647.9,1.02,392.76,Rainbow,2023-01-02
396,3,Rio de Janeiro (RJ),Recife (PE),firstClass,1664.01,2.3,885.57,CloudFy,2023-01-02
123237,1220,Rio de Janeiro (RJ),Florianopolis (SC),premium,708.27,1.21,466.3,CloudFy,2023-01-02
55912,544,Brasilia (DF),Campo Grande (MS),economic,583.6,0.72,277.7,CloudFy,2023-01-02
40386,389,Florianopolis (SC),Aracaju (SE),firstClass,1574.28,2.1,808.85,FlyingDrops,2023-01-02
67409,652,Rio de Janeiro (RJ),Aracaju (SE),firstClass,1381.55,1.55,597.61,FlyingDrops,2023-01-02
6050,60,Campo Grande (MS),Brasilia (DF),firstClass,847.83,0.72,277.7,FlyingDrops,2023-01-02
108354,1074,Campo Grande (MS),Florianopolis (SC),economic,808.63,1.49,573.81,CloudFy,2023-01-02
