travelCode,userCode,from,to,flightType,price,time,distance,agency,date
6351,62,Aracaju (SE),Brasilia (DF),firstClass,898.04,1.11,425.98,FlyingDrops,2022-04-01
40049,387,Campo Grande (MS),Recife (PE),premium,959.91,1.39,535.4,CloudFy,2022-04-01
106822,1060,Rio de Janeiro (RJ),Florianopolis (SC),firstClass,875.65,1.21,466.3,CloudFy,2022-04-01
61822,603,Salvador (BH),Campo Grande (MS),economic,494.29,1.36,522.34,Rainbow,2022-04-01
103598,1027,Salvador (BH),Florianopolis (SC),premium,1321.52,2.44,937.77,CloudFy,2022-04-01
5706,56,Florianopolis (SC),Recife (PE),economic,695.3,1.76,676.53,Rainbow,2022-04-01
111954,1108,Recife (PE),Florianopolis (SC),firstClass,1354.53,1.76,676.53,CloudFy,2022-04-01
53602,517,Salvador (BH),Campo Grande (MS),economic,494.29,1.36,522.34,Rainbow,2022-04-01
20854,204,Rio de Janeiro (RJ),Brasilia (DF),economic,364.34,0.48,183.37,Rainbow,2022-04-01
62328,607,Florianopolis (SC),Campo Grande (MS),premium,697.65,1.49,573.81,CloudFy,2022-04-01
357,3,Florianopolis (SC),Brasilia (DF),firstClass,1127.36,1.66,637.56,CloudFy,2022-04-01
134129,1320,Brasilia (DF),Florianopolis (SC),premium,1189.32,1.66,637.56,CloudFy,2022-04-01
61362,599,Florianopolis (SC),Campo Grande (MS),premium,697.65,1.49,573.81,CloudFy,2022-04-01
129457,1273,Salvador (BH),Florianopolis (SC),premium,1336.68,2.44,937.77,Rainbow,2022-04-01
49182,482,Florianopolis (SC),Campo Grande (MS),economic,544.86,1.49,573.81,Rainbow,2022-04-01
101224,1004,Natal (RN),Florianopolis (SC),firstClass,1570.02,1.84,709.37,CloudFy,2022-04-01
42342,412,Campo Grande (MS),Brasilia (DF),economic,506.56,0.72,277.7,CloudFy,2022-04-01
110198,1091,Recife (PE),Florianopolis (SC),firstClass,1434.38,1.76,676.53,FlyingDrops,2022-04-01
31738,304,Brasilia (DF),Recife (PE),economic,432.1,0.63,242.21,CloudFy,2022-04-01
55535,541,Sao Paulo (SP),Campo Grande (MS),economic,335.16,0.44,168.22,CloudFy,2022-04-01
36991,352,Florianopolis (SC),Recife (PE),firstClass,1175.62,1.76,676.53,Rainbow,2022-04-01
36368,346,Recife (PE),Aracaju (SE),firstClass,1300.81,1.44,555.74,FlyingDrops,2022-04-01
117889,1166,Campo Grande (MS),Florianopolis (SC),firstClass,1446.34,1.49,573.81,CloudFy,2022-04-01
1936,16,Recife (PE),Brasilia (DF),firstClass,709.25,0.63,242.21,CloudFy,2022-04-01
70465,683,Recife (PE),Aracaju (SE),economic,663.23,1.44,555.74,Rainbow,2022-04-01
65090,633,Brasilia (DF),Campo Grande (MS),firstClass,1009.71,0.72,277.7,FlyingDrops,2022-04-01
68887,666,Aracaju (SE),Natal (RN),premium,427.25,0.46,176.33,Rainbow,2022-04-01
3303,32,Recife (PE),Aracaju (SE),premium,932.22,1.44,555.74,Rainbow,2022-04-01
102133,1012,Sao Paulo (SP),Florianopolis (SC),economic,908.17,1.46,562.14,Rainbow,2022-04-01
22770,222,Rio de Janeiro (RJ),Aracaju (SE),firstClass,1381.55,1.55,597.61,FlyingDrops,2022-04-01
12481,120,Aracaju (SE),Brasilia (DF),premium,706.36,1.11,425.98,Rainbow,2022-04-01
115118,1145,Campo Grande (MS),Florianopolis (SC),economic,764.53,1.49,573.81,Rainbow,2022-04-01
133992,1319,Rio de Janeiro (RJ),Florianopolis (SC),firstClass,941.27,1.21,466.3,Rainbow,2022-04-01
76236,742,Salvador (BH),Aracaju (SE),firstClass,1520.02,2.16,830.86,Rainbow,2022-04-01
13219,129,Brasilia (DF),Recife (PE),premium,559.13,0.63,242.21,Rainbow,2022-04-01
123698,1223,Aracaju (SE),Florianopolis (SC),economic,869.13,2.1,808.85,CloudFy,2022-04-01
7302,69,Recife (PE),Brasilia (DF),firstClass,697.22,0.63,242.21,FlyingDrops,2022-04-01
102471,1015,Natal (RN),Florianopolis (SC),economic,884.4,1.84,709.37,Rainbow,2022-04-01
99936,992,Brasilia (DF),Florianopolis (SC),firstClass,1569.65,1.66,637.56,FlyingDrops,2022-04-01
62066,605,Brasilia (DF),Campo Grande (MS),premium,831.7,0.72,277.7,CloudFy,2022-04-01
72300,702,Florianopolis (SC),Natal (RN),firstClass,1348.79,1.84,709.37,FlyingDrops,2022-04-01
49795,486,Rio de Janeiro (RJ),Campo Grande (MS),premium,1139.93,2.09,806.48,CloudFy,2022-04-01
81473,793,Brasilia (DF),Natal (RN),firstClass,1434.91,1.43,550.69,Rainbow,2022-04-01
43545,425,Florianopolis (SC),Brasilia (DF),firstClass,1097.17,1.66,637.56,FlyingDrops,2022-04-01
108487,1076,Aracaju (SE),Florianopolis (SC),economic,852.18,2.1,808.85,Rainbow,2022-04-01
15923,157,Recife (PE),Brasilia (DF),premium,573.61,0.63,242.21,CloudFy,2022-04-01
23442,229,Salvador (BH),Brasilia (DF),economic,587.85,1.76,676.56,CloudFy,2022-04-01
40547,390,Salvador (BH),Recife (PE),premium,1016.53,2.05,788.55,CloudFy,2022-04-01
66078,641,Brasilia (DF),Campo Grande (MS),economic,629.54,0.72,277.7,Rainbow,2022-04-01
26240,251,Natal (RN),Brasilia (DF),premium,898.46,1.43,550.69,CloudFy,2022-04-01
46023,448,Aracaju (SE),Recife (PE),firstClass,1119.47,1.44,555.74,Rainbow,2022-04-01
34097,326,Rio de Janeiro (RJ),Aracaju (SE),premium,1091.21,1.55,597.61,CloudFy,2022-04-01
90729,896,Brasilia (DF),Florianopolis (SC),economic,889.07,1.66,637.56,Rainbow,2022-04-01
93469,922,Recife (PE),Florianopolis (SC),economic,803.39,1.76,676.53,Rainbow,2022-04-01
28008,267,Rio de Janeiro (RJ),Aracaju (SE),economic,734.09,1.55,597.61,Rainbow,2022-04-01
109902,1089,Salvador (BH),Florianopolis (SC),premium,1336.68,2.44,937.77,Rainbow,2022-04-01
8435,82,Aracaju (SE),Brasilia (DF),premium,755.62,1.11,425.98,CloudFy,2022-04-01
107783,1069,Brasilia (DF),Florianopolis (SC),economic,884.94,1.66,637.56,CloudFy,2022-04-01
69202,669,Florianopolis (SC),Sao Paulo (SP),premium,554.87,1.46,562.14,CloudFy,2022-04-01
