travelCode,userCode,from,to,flightType,price,time,distance,agency,date
65705,638,Salvador (BH),Campo Grande (MS),premium,774.52,1.36,522.34,Rainbow,2022-08-01
3320,32,Salvador (BH),Recife (PE),economic,751.37,2.05,788.55,Rainbow,2022-08-01
132680,1306,Sao Paulo (SP),Florianopolis (SC),firstClass,1684.14,1.46,562.14,CloudFy,2022-08-01
58989,573,Natal (RN),Campo Grande (MS),economic,470.16,0.65,250.68,Rainbow,2022-08-01
34363,328,Salvador (BH),Brasilia (DF),economic,587.85,1.76,676.56,CloudFy,2022-08-01
37372,355,Aracaju (SE),Recife (PE),firstClass,1088.87,1.44,555.74,FlyingDrops,2022-08-01
88914,878,Salvador (BH),Sao Paulo (SP),firstClass,676.46,1.04,401.66,FlyingDrops,2022-08-01
94514,933,Campo Grande (MS),Florianopolis (SC),firstClass,1341.21,1.49,573.81,Rainbow,2022-08-01
75769,737,Rio de Janeiro (RJ),Natal (RN),economic,670.29,1.55,595.03,Rainbow,2022-08-01
27093,260,Rio de Janeiro (RJ),Recife (PE),economic,952.83,2.3,885.57,CloudFy,2022-08-01
129025,1270,Rio de Janeiro (RJ),Florianopolis (SC),economic,519.1,1.21,466.3,Rainbow,2022-08-01
115135,1145,Campo Grande (MS),Florianopolis (SC),firstClass,1446.34,1.49,573.81,CloudFy,2022-08-01
124275,1227,Salvador (BH),Florianopolis (SC),economic,899.6,2.44,937.77,Rainbow,2022-08-01
81184,789,Rio de Janeiro (RJ),Natal (RN),firstClass,1194.15,1.55,595.03,Rainbow,2022-08-01
134618,1323,Rio de Janeiro (RJ),Florianopolis (SC),economic,519.1,1.21,466.3,Rainbow,2022-08-01
127459,1257,Salvador (BH),Florianopolis (SC),firstClass,1616.44,2.44,937.77,FlyingDrops,2022-08-01
114149,1135,Aracaju (SE),Florianopolis (SC),premium,1132.81,2.1,808.85,Rainbow,2022-08-01
87157,859,Brasilia (DF),Natal (RN),firstClass,1433.35,1.43,550.69,FlyingDrops,2022-08-01
59868,580,Florianopolis (SC),Campo Grande (MS),firstClass,857.32,1.49,573.81,Rainbow,2022-08-01
129313,1272,Campo Grande (MS),Florianopolis (SC),firstClass,1310.32,1.49,573.81,FlyingDrops,2022-08-01
20196,195,Natal (RN),Aracaju (SE),firstClass,611.59,0.46,176.33,FlyingDrops,2022-08-01
134453,1322,Brasilia (DF),Florianopolis (SC),firstClass,1569.65,1.66,637.56,FlyingDrops,2022-08-01
33150,319,Florianopolis (SC),Brasilia (DF),economic,636.51,1.66,637.56,CloudFy,2022-08-01
14489,145,Natal (RN),Brasilia (DF),economic,697.51,1.43,550.69,CloudFy,2022-08-01
60470,584,Rio de Janeiro (RJ),Campo Grande (MS),firstClass,1566.26,2.09,806.48,FlyingDrops,2022-08-01
14681,146,Salvador (BH),Recife (PE),premium,1103.23,2.05,788.55,Rainbow,2022-08-01
82975,809,Rio de Janeiro (RJ),Natal (RN),economic,670.29,1.55,595.03,Rainbow,2022-08-01
44128,431,Natal (RN),Recife (PE),economic,429.77,0.58,222.67,CloudFy,2022-08-01
91320,900,Brasilia (DF),Florianopolis (SC),premium,1222.24,1.66,637.56,Rainbow,2022-08-01
92106,908,Sao Paulo (SP),Florianopolis (SC),firstClass,1666.23,1.46,562.14,FlyingDrops,2022-08-01
103223,1024,Sao Paulo (SP),Florianopolis (SC),firstClass,1718.28,1.46,562.14,Rainbow,2022-08-01
47814,462,Rio de Janeiro (RJ),Campo Grande (MS),premium,1139.93,2.09,806.48,CloudFy,2022-08-01
34815,331,Natal (RN),Aracaju (SE),economic,301.61,0.46,176.33,Rainbow,2022-08-01
76862,746,Recife (PE),Aracaju (SE),premium,932.84,1.44,555.74,CloudFy,2022-08-01
52198,505,Sao Paulo (SP),Campo Grande (MS),firstClass,668.19,0.44,168.22,FlyingDrops,2022-08-01
131246,1290,Sao Paulo (SP),Florianopolis (SC),economic,908.17,1.46,562.14,Rainbow,2022-08-01
92843,915,Campo Grande (MS),Florianopolis (SC),premium,1031.59,1.49,573.81,CloudFy,2022-08-01
72567,705,Brasilia (DF),Sao Paulo (SP),firstClass,992.17,0.67,257.81,Rainbow,2022-08-01
49199,482,Recife (PE),Campo Grande (MS),firstClass,1110.76,1.39,535.4,CloudFy,2022-08-01
120673,1196,Recife (PE),Florianopolis (SC),firstClass,1371.83,1.76,676.53,Rainbow,2022-08-01
95455,941,Brasilia (DF),Florianopolis (SC),economic,884.94,1.66,637.56,CloudFy,2022-08-01
9268,93,Recife (PE),Brasilia (DF),economic,439.38,0.63,242.21,Rainbow,2022-08-01
9449,94,Rio de Janeiro (RJ),Aracaju (SE),economic,796.42,1.55,597.61,CloudFy,2022-08-01
119824,1188,Campo Grande (MS),Florianopolis (SC),premium,1031.59,1.49,573.81,CloudFy,2022-08-01
37008,352,Natal (RN),Brasilia (DF),premium,919.89,1.43,550.69,Rainbow,2022-08-01
78655,763,Campo Grande (MS),Sao Paulo (SP),firstClass,644.16,0.44,168.22,Rainbow,2022-08-01
48782,478,Rio de Janeiro (RJ),Campo Grande (MS),economic,849.52,2.09,806.48,Rainbow,2022-08-01
52951,512,Rio de Janeiro (RJ),Campo Grande (MS),firstClass,1518.88,2.09,806.48,Rainbow,2022-08-01
79000,766,Campo Grande (MS),Natal (RN),firstClass,732.89,0.65,250.68,CloudFy,2022-08-01
92445,912,Natal (RN),Florianopolis (SC),firstClass,1570.02,1.84,709.37,CloudFy,2022-08-01
118773,1176,Sao Paulo (SP),Florianopolis (SC),firstClass,1666.23,1.46,562.14,FlyingDrops,2022-08-01
42359,412,Campo Grande (MS),Brasilia (DF),premium,661.32,0.72,277.7,CloudFy,2022-08-01
76253,742,Florianopolis (SC),Natal (RN),premium,1114.55,1.84,709.37,Rainbow,2022-08-01
10470,105,Rio de Janeiro (RJ),Recife (PE),firstClass,1617.81,2.3,885.57,Rainbow,2022-08-01
35228,337,Salvador (BH),Aracaju (SE),premium,1247.02,2.16,830.86,Rainbow,2022-08-01
96106,949,Rio de Janeiro (RJ),Florianopolis (SC),premium,708.27,1.21,466.3,CloudFy,2022-08-01
118190,1170,Brasilia (DF),Florianopolis (SC),firstClass,1576.97,1.66,637.56,Rainbow,2022-08-01
66095,641,Brasilia (DF),Campo Grande (MS),economic,629.54,0.72,277.7,Rainbow,2022-08-01
79888,776,Florianopolis (SC),Sao Paulo (SP),premium,554.87,1.46,562.14,CloudFy,2022-08-01
117566,1164,Brasilia (DF),Florianopolis (SC),firstClass,1576.97,1.66,637.56,Rainbow,2022-08-01
54706,533,Natal (RN),Campo Grande (MS),firstClass,979.56,0.65,250.68,FlyingDrops,2022-08-01
111515,1104,Recife (PE),Florianopolis (SC),firstClass,1354.53,1.76,676.53,CloudFy,2022-08-01
68645,664,Aracaju (SE),Natal (RN),firstClass,549.96,0.46,176.33,Rainbow,2022-08-01
126333,1249,Sao Paulo (SP),Florianopolis (SC),premium,1370.17,1.46,562.14,CloudFy,2022-08-01
86547,852,Brasilia (DF),Aracaju (SE),premium,965.62,1.11,425.98,Rainbow,2022-08-01
90746,896,Sao Paulo (SP),Florianopolis (SC),economic,908.17,1.46,562.14,Rainbow,2022-08-01
98540,975,Recife (PE),Florianopolis (SC),economic,803.39,1.76,676.53,Rainbow,2022-08-01
109668,1086,Recife (PE),Florianopolis (SC),firstClass,1371.83,1.76,676.53,Rainbow,2022-08-01
27601,264,Florianopolis (SC),Aracaju (SE),firstClass,1574.28,2.1,808.85,FlyingDrops,2022-08-01
94157,930,Campo Grande (MS),Florianopolis (SC),premium,1030.13,1.49,573.81,Rainbow,2022-08-01
129912,1279,Aracaju (SE),Florianopolis (SC),economic,869.13,2.1,808.85,CloudFy,2022-08-01
5723,56,Natal (RN),Brasilia (DF),economic,686.79,1.43,550.69,Rainbow,2022-08-01
73678,714,Sao Paulo (SP),Aracaju (SE),economic,647.9,1.02,392.76,Rainbow,2022-08-01
93486,922,Aracaju (SE),Florianopolis (SC),firstClass,1582.41,2.1,808.85,Rainbow,2022-08-01
55389,540,Brasilia (DF),Campo Grande (MS),firstClass,1009.71,0.72,277.7,FlyingDrops,2022-08-01
86146,848,Rio de Janeiro (RJ),Sao Paulo (SP),premium,645.44,0.86,331.89,CloudFy,2022-08-01
