travelCode,userCode,from,to,flightType,price,time,distance,agency,date
55929,544,Brasilia (DF),Campo Grande (MS),firstClass,1069.61,0.72,277.7,Rainbow,2023-05-01
24877,241,Campo Grande (MS),Recife (PE),premium,959.91,1.39,535.4,CloudFy,2023-05-01
9488,94,Sao Paulo (SP),Aracaju (SE),firstClass,1159.84,1.02,392.76,Rainbow,2023-05-01
40603,390,Natal (RN),Brasilia (DF),firstClass,1300.53,1.43,550.69,CloudFy,2023-05-01
130794,1286,Rio de Janeiro (RJ),Florianopolis (SC),premium,672.66,1.21,466.3,Rainbow,2023-05-01
126647,1252,Salvador (BH),Florianopolis (SC),premium,1321.52,2.44,937.77,CloudFy,2023-05-01
102729,1019,Rio de Janeiro (RJ),Florianopolis (SC),economic,519.1,1.21,466.3,Rainbow,2023-05-01
26574,254,Campo Grande (MS),Recife (PE),firstClass,1185.95,1.39,535.4,Rainbow,2023-05-01
86185,848,Florianopolis (SC),Sao Paulo (SP),firstClass,738.8,1.46,562.14,Rainbow,2023-05-01
41861,407,Rio de Janeiro (RJ),Brasilia (DF),firstClass,688.06,0.48,183.37,CloudFy,2023-05-01
135848,1335,Campo Grande (MS),Florianopolis (SC),premium,1030.13,1.49,573.81,Rainbow,2023-05-01
115986,1150,Salvador (BH),Florianopolis (SC),economic,943.15,2.44,937.77,CloudFy,2023-05-01
19475,189,Aracaju (SE),Recife (PE),economic,604.14,1.44,555.74,CloudFy,2023-05-01
92683,914,Sao Paulo (SP),Florianopolis (SC),economic,947.95,1.46,562.14,CloudFy,2023-05-01
105129,1041,Aracaju (SE),Florianopolis (SC),premium,1174.97,2.1,808.85,CloudFy,2023-05-01
413,3,Florianopolis (SC),Brasilia (DF),premium,814.55,1.66,637.56,Rainbow,2023-05-01
14720,146,Salvador (BH),Aracaju (SE),firstClass,1520.02,2.16,830.86,Rainbow,2023-05-01
34153,326,Campo Grande (MS),Brasilia (DF),premium,661.32,0.72,277.7,CloudFy,2023-05-01
91129,898,Aracaju (SE),Florianopolis (SC),economic,869.13,2.1,808.85,CloudFy,2023-05-01
28808,274,Campo Grande (MS),Brasilia (DF),premium,691.99,0.72,277.7,Rainbow,2023-05-01
76587,744,Brasilia (DF),Sao Paulo (SP),economic,533.8,0.67,257.81,Rainbow,2023-05-01
40403,389,Aracaju (SE),Recife (PE),economic,602.49,1.44,555.74,Rainbow,2023-05-01
