travelCode,userCode,from,to,flightType,price,time,distance,agency,date
30573,290,Campo Grande (MS),Recife (PE),firstClass,1244.73,1.39,535.4,CloudFy,2022-10-01
131455,1293,Rio de Janeiro (RJ),Florianopolis (SC),economic,519.1,1.21,466.3,Rainbow,2022-10-01
80604,783,Aracaju (SE),Sao Paulo (SP),firstClass,752.27,1.02,392.76,Rainbow,2022-10-01
63376,616,Natal (RN),Campo Grande (MS),firstClass,855.82,0.65,250.68,Rainbow,2022-10-01
14906,148,Florianopolis (SC),Aracaju (SE),economic,879.1,2.1,808.85,CloudFy,2022-10-01
77884,756,Rio de Janeiro (RJ),Aracaju (SE),premium,1098.93,1.55,597.61,Rainbow,2022-10-01
33739,323,Aracaju (SE),Recife (PE),firstClass,1124.11,1.44,555.74,CloudFy,2022-10-01
383,3,Florianopolis (SC),Aracaju (SE),economic,819.41,2.1,808.85,Rainbow,2022-10-01
123724,1223,Salvador (BH),Florianopolis (SC),economic,899.6,2.44,937.77,Rainbow,2022-10-01
102699,1019,Campo Grande (MS),Florianopolis (SC),economic,764.53,1.49,573.81,Rainbow,2022-10-01
61388,599,Natal (RN),Campo Grande (MS),firstClass,979.56,0.65,250.68,FlyingDrops,2022-10-01
4241,41,Natal (RN),Aracaju (SE),firstClass,576.66,0.46,176.33,CloudFy,2022-10-01
33957,325,Recife (PE),Aracaju (SE),economic,684.88,1.44,555.74,CloudFy,2022-10-01
9277,93,Aracaju (SE),Recife (PE),economic,604.14,1.44,555.74,CloudFy,2022-10-01
100160,993,Brasilia (DF),Florianopolis (SC),economic,889.07,1.66,637.56,Rainbow,2022-10-01
46803,454,Rio de Janeiro (RJ),Campo Grande (MS),firstClass,1566.26,2.09,806.48,FlyingDrops,2022-10-01
21791,212,Aracaju (SE),Brasilia (DF),economic,548.62,1.11,425.98,Rainbow,2022-10-01
48791,478,Aracaju (SE),Campo Grande (MS),firstClass,1387.89,1.69,650.1,Rainbow,2022-10-01
29821,284,Recife (PE),Brasilia (DF),firstClass,697.22,0.63,242.21,FlyingDrops,2022-10-01
14498,145,Florianopolis (SC),Recife (PE),firstClass,1292.29,1.76,676.53,FlyingDrops,2022-10-01
51107,497,Natal (RN),Campo Grande (MS),firstClass,979.56,0.65,250.68,FlyingDrops,2022-10-01
24328,237,Sao Paulo (SP),Recife (PE),firstClass,1573.5,1.26,486.52,Rainbow,2022-10-01
116544,1155,Campo Grande (MS),Florianopolis (SC),firstClass,1446.34,1.49,573.81,CloudFy,2022-10-01
101063,1003,Natal (RN),Florianopolis (SC),firstClass,1554.92,1.84,709.37,Rainbow,2022-10-01
59707,578,Rio de Janeiro (RJ),Campo Grande (MS),premium,1139.93,2.09,806.48,CloudFy,2022-10-01
124434,1228,Sao Paulo (SP),Florianopolis (SC),firstClass,1666.23,1.46,562.14,FlyingDrops,2022-10-01
76871,746,Aracaju (SE),Sao Paulo (SP),firstClass,756.3,1.02,392.76,FlyingDrops,2022-10-01
22601,220,Brasilia (DF),Aracaju (SE),firstClass,1214.82,1.11,425.98,Rainbow,2022-10-01
32230,308,Salvador (BH),Brasilia (DF),economic,587.85,1.76,676.56,CloudFy,2022-10-01
132507,1305,Brasilia (DF),Florianopolis (SC),firstClass,1576.97,1.66,637.56,Rainbow,2022-10-01
19445,189,Recife (PE),Aracaju (SE),firstClass,1166.1,1.44,555.74,CloudFy,2022-10-01
115414,1147,Campo Grande (MS),Florianopolis (SC),firstClass,1341.21,1.49,573.81,Rainbow,2022-10-01
45656,445,Sao Paulo (SP),Brasilia (DF),premium,602.12,0.67,257.81,CloudFy,2022-10-01
22434,219,Salvador (BH),Recife (PE),firstClass,1440.02,2.05,788.55,CloudFy,2022-10-01
83782,820,Campo Grande (MS),Natal (RN),economic,467.6,0.65,250.68,CloudFy,2022-10-01
91329,900,Brasilia (DF),Florianopolis (SC),premium,1189.32,1.66,637.56,CloudFy,2022-10-01
9458,94,Natal (RN),Aracaju (SE),economic,361.68,0.46,176.33,CloudFy,2022-10-01
39513,381,Sao Paulo (SP),Aracaju (SE),economic,647.9,1.02,392.76,Rainbow,2022-10-01
70491,683,Brasilia (DF),Aracaju (SE),premium,987.07,1.11,425.98,CloudFy,2022-10-01
29061,276,Florianopolis (SC),Aracaju (SE),firstClass,1574.28,2.1,808.85,FlyingDrops,2022-10-01
131652,1295,Sao Paulo (SP),Florianopolis (SC),premium,1370.17,1.46,562.14,CloudFy,2022-10-01
94523,933,Sao Paulo (SP),Florianopolis (SC),firstClass,1718.28,1.46,562.14,Rainbow,2022-10-01
40075,387,Florianopolis (SC),Aracaju (SE),firstClass,1468.03,2.1,808.85,CloudFy,2022-10-01
10479,105,Aracaju (SE),Brasilia (DF),firstClass,959.29,1.11,425.98,Rainbow,2022-10-01
133124,1311,Brasilia (DF),Florianopolis (SC),premium,1222.24,1.66,637.56,Rainbow,2022-10-01
62891,612,Aracaju (SE),Campo Grande (MS),premium,1021.53,1.69,650.1,CloudFy,2022-10-01
15641,155,Florianopolis (SC),Recife (PE),premium,1013.4,1.76,676.53,Rainbow,2022-10-01
72576,705,Campo Grande (MS),Natal (RN),premium,652.47,0.65,250.68,CloudFy,2022-10-01
34522,329,Aracaju (SE),Brasilia (DF),firstClass,957.68,1.11,425.98,CloudFy,2022-10-01
115789,1149,Recife (PE),Florianopolis (SC),firstClass,1354.53,1.76,676.53,CloudFy,2022-10-01
120335,1193,Natal (RN),Florianopolis (SC),economic,884.4,1.84,709.37,Rainbow,2022-10-01
122077,1210,Sao Paulo (SP),Florianopolis (SC),firstClass,1684.14,1.46,562.14,CloudFy,2022-10-01
65942,640,Brasilia (DF),Campo Grande (MS),premium,851.15,0.72,277.7,Rainbow,2022-10-01
29522,281,Florianopolis (SC),Aracaju (SE),economic,819.41,2.1,808.85,Rainbow,2022-10-01
52960,512,Rio de Janeiro (RJ),Campo Grande (MS),premium,1219.71,2.09,806.48,Rainbow,2022-10-01
120682,1196,Sao Paulo (SP),Florianopolis (SC),firstClass,1666.23,1.46,562.14,FlyingDrops,2022-10-01
135818,1335,Campo Grande (MS),Florianopolis (SC),economic,764.53,1.49,573.81,Rainbow,2022-10-01
64936,632,Florianopolis (SC),Campo Grande (MS),premium,697.65,1.49,573.81,CloudFy,2022-10-01
113586,1127,Brasilia (DF),Florianopolis (SC),economic,884.94,1.66,637.56,CloudFy,2022-10-01
80120,779,Salvador (BH),Sao Paulo (SP),premium,531.49,1.04,401.66,CloudFy,2022-10-01
68064,659,Florianopolis (SC),Natal (RN),premium,1128.51,1.84,709.37,CloudFy,2022-10-01
106413,1056,Brasilia (DF),Florianopolis (SC),premium,1222.24,1.66,637.56,Rainbow,2022-10-01
66697,646,Recife (PE),Campo Grande (MS),premium,793.15,1.39,535.4,CloudFy,2022-10-01
55899,544,Recife (PE),Campo Grande (MS),firstClass,1110.76,1.39,535.4,CloudFy,2022-10-01
44783,436,Sao Paulo (SP),Brasilia (DF),firstClass,727.31,0.67,257.81,FlyingDrops,2022-10-01
76262,742,Natal (RN),Sao Paulo (SP),firstClass,1148.78,0.85,327.55,Rainbow,2022-10-01
78053,757,Rio de Janeiro (RJ),Sao Paulo (SP),premium,612.87,0.86,331.89,Rainbow,2022-10-01
60308,583,Florianopolis (SC),Campo Grande (MS),economic,544.86,1.49,573.81,Rainbow,2022-10-01
131005,1288,Campo Grande (MS),Florianopolis (SC),premium,1031.59,1.49,573.81,CloudFy,2022-10-01
94717,935,Brasilia (DF),Florianopolis (SC),premium,1189.32,1.66,637.56,CloudFy,2022-10-01
30127,287,Florianopolis (SC),Brasilia (DF),firstClass,1087.18,1.66,637.56,Rainbow,2022-10-01
103017,1022,Campo Grande (MS),Florianopolis (SC),firstClass,1310.32,1.49,573.81,FlyingDrops,2022-10-01
25719,247,Florianopolis (SC),Recife (PE),firstClass,1175.62,1.76,676.53,Rainbow,2022-10-01
26544,254,Salvador (BH),Recife (PE),firstClass,1348.04,2.05,788.55,FlyingDrops,2022-10-01
51488,500,Salvador (BH),Campo Grande (MS),economic,494.29,1.36,522.34,Rainbow,2022-10-02
40573,390,Salvador (BH),Recife (PE),premium,1016.53,2.05,788.55,CloudFy,2022-10-02
127468,1257,Salvador (BH),Florianopolis (SC),premium,1336.68,2.44,937.77,Rainbow,2022-10-02
109328,1083,Aracaju (SE),Florianopolis (SC),firstClass,1582.41,2.1,808.85,Rainbow,2022-10-02
73860,715,Sao Paulo (SP),Aracaju (SE),premium,962.54,1.02,392.76,Rainbow,2022-10-02
115144,1145,Salvador (BH),Florianopolis (SC),firstClass,1654.09,2.44,937.77,Rainbow,2022-10-02
126617,1252,Aracaju (SE),Florianopolis (SC),economic,852.18,2.1,808.85,Rainbow,2022-10-02
85864,846,Florianopolis (SC),Sao Paulo (SP),firstClass,693.51,1.46,562.14,CloudFy,2022-10-02
119833,1188,Natal (RN),Florianopolis (SC),premium,1165.99,1.84,709.37,CloudFy,2022-10-02
120861,1197,Salvador (BH),Florianopolis (SC),premium,1321.52,2.44,937.77,CloudFy,2022-10-02
129322,1272,Recife (PE),Florianopolis (SC),economic,761.2,1.76,676.53,CloudFy,2022-10-02
47636,461,Florianopolis (SC),Campo Grande (MS),firstClass,949.58,1.49,573.81,CloudFy,2022-10-02
65292,634,Florianopolis (SC),Campo Grande (MS),premium,697.65,1.49,573.81,CloudFy,2022-10-02
56730,552,Sao Paulo (SP),Campo Grande (MS),economic,367.22,0.44,168.22,Rainbow,2022-10-02
91099,898,Sao Paulo (SP),Florianopolis (SC),firstClass,1666.23,1.46,562.14,FlyingDrops,2022-10-02
58617,571,Florianopolis (SC),Campo Grande (MS),firstClass,857.32,1.49,573.81,Rainbow,2022-10-02
62354,607,Salvador (BH),Campo Grande (MS),premium,774.52,1.36,522.34,Rainbow,2022-10-02
70665,684,Recife (PE),Sao Paulo (SP),firstClass,980.83,1.26,486.52,Rainbow,2022-10-02
13245,129,Natal (RN),Aracaju (SE),economic,301.61,0.46,176.33,Rainbow,2022-10-02
41831,407,Rio de Janeiro (RJ),Aracaju (SE),firstClass,1381.55,1.55,597.61,FlyingDrops,2022-10-02
65116,633,Salvador (BH),Campo Grande (MS),premium,684.85,1.36,522.34,CloudFy,2022-10-02
36682,349,Natal (RN),Recife (PE),firstClass,806.91,0.58,222.67,Rainbow,2022-10-02
24847,241,Salvador (BH),Brasilia (DF),firstClass,1020.08,1.76,676.56,FlyingDrops,2022-10-02
101448,1005,Recife (PE),Florianopolis (SC),firstClass,1434.38,1.76,676.53,FlyingDrops,2022-10-02
108341,1074,Sao Paulo (SP),Florianopolis (SC),premium,1367.6,1.46,562.14,Rainbow,2022-10-02
81193,789,Salvador (BH),Sao Paulo (SP),premium,531.49,1.04,401.66,CloudFy,2022-10-02
123224,1220,Sao Paulo (SP),Florianopolis (SC),economic,947.95,1.46,562.14,CloudFy,2022-10-02
110540,1095,Natal (RN),Florianopolis (SC),firstClass,1540.6,1.84,709.37,FlyingDrops,2022-10-02
127862,1260,Rio de Janeiro (RJ),Florianopolis (SC),premium,708.27,1.21,466.3,CloudFy,2022-10-02
2450,21,Rio de Janeiro (RJ),Aracaju (SE),economic,734.09,1.55,597.61,Rainbow,2022-10-02
89509,882,Rio de Janeiro (RJ),Aracaju (SE),premium,1091.21,1.55,597.61,CloudFy,2022-10-02
104933,1040,Aracaju (SE),Florianopolis (SC),premium,1174.97,2.1,808.85,CloudFy,2022-10-02
56927,553,Recife (PE),Campo Grande (MS),premium,793.15,1.39,535.4,CloudFy,2022-10-02
46986,455,Sao Paulo (SP),Campo Grande (MS),firstClass,668.19,0.44,168.22,FlyingDrops,2022-10-02
53214,514,Rio de Janeiro (RJ),Campo Grande (MS),firstClass,1512.09,2.09,806.48,CloudFy,2022-10-02
81851,796,Campo Grande (MS),Sao Paulo (SP),firstClass,684.65,0.44,168.22,FlyingDrops,2022-10-02
130080,1280,Aracaju (SE),Florianopolis (SC),firstClass,1582.41,2.1,808.85,Rainbow,2022-10-02
46049,448,Natal (RN),Aracaju (SE),economic,301.61,0.46,176.33,Rainbow,2022-10-02
49208,482,Sao Paulo (SP),Campo Grande (MS),firstClass,595.09,0.44,168.22,Rainbow,2022-10-02
45304,441,Natal (RN),Brasilia (DF),premium,919.89,1.43,550.69,Rainbow,2022-10-02
118199,1170,Aracaju (SE),Florianopolis (SC),premium,1174.97,2.1,808.85,CloudFy,2022-10-02
94333,931,Salvador (BH),Florianopolis (SC),premium,1336.68,2.44,937.77,Rainbow,2022-10-02
77479,752,Recife (PE),Aracaju (SE),economic,684.88,1.44,555.74,CloudFy,2022-10-02
93181,919,Sao Paulo (SP),Florianopolis (SC),firstClass,1666.23,1.46,562.14,FlyingDrops,2022-10-02
132248,1302,Natal (RN),Florianopolis (SC),firstClass,1554.92,1.84,709.37,Rainbow,2022-10-02
8987,90,Salvador (BH),Recife (PE),firstClass,1440.25,2.05,788.55,Rainbow,2022-10-02
89106,879,Recife (PE),Natal (RN),firstClass,628.96,0.58,222.67,Rainbow,2022-10-02
66104,641,Florianopolis (SC),Campo Grande (MS),economic,478.02,1.49,573.81,CloudFy,2022-10-02
109023,1080,Brasilia (DF),Florianopolis (SC),economic,889.07,1.66,637.56,Rainbow,2022-10-02
1595,13,Florianopolis (SC),Brasilia (DF),firstClass,1127.36,1.66,637.56,CloudFy,2022-10-02
14690,146,Brasilia (DF),Recife (PE),economic,421.2,0.63,242.21,Rainbow,2022-10-02
582,4,Sao Paulo (SP),Aracaju (SE),premium,962.54,1.02,392.76,Rainbow,2022-10-02
39834,384,Aracaju (SE),Recife (PE),firstClass,1088.87,1.44,555.74,FlyingDrops,2022-10-02
132689,1306,Recife (PE),Florianopolis (SC),firstClass,1371.83,1.76,676.53,Rainbow,2022-10-02
74959,727,Campo Grande (MS),Natal (RN),firstClass,732.89,0.65,250.68,CloudFy,2022-10-02
22939,223,Natal (RN),Aracaju (SE),economic,361.68,0.46,176.33,CloudFy,2022-10-02
5732,56,Salvador (BH),Recife (PE),premium,1016.53,2.05,788.55,CloudFy,2022-10-02
17468,174,Sao Paulo (SP),Aracaju (SE),firstClass,1269.73,1.02,392.76,FlyingDrops,2022-10-02
