travelCode,userCode,from,to,flightType,price,time,distance,agency,date
93810,925,Brasilia (DF),Florianopolis (SC),premium,1222.24,1.66,637.56,Rainbow,2022-07-22
104747,1039,Recife (PE),Florianopolis (SC),firstClass,1434.38,1.76,676.53,FlyingDrops,2022-07-22
120672,1196,Sao Paulo (SP),Florianopolis (SC),firstClass,1684.14,1.46,562.14,CloudFy,2022-07-22
105811,1048,Natal (RN),Florianopolis (SC),premium,1212.58,1.84,709.37,Rainbow,2022-07-22
63366,616,Aracaju (SE),Campo Grande (MS),premium,1021.53,1.69,650.1,CloudFy,2022-07-22
45294,441,Campo Grande (MS),Recife (PE),economic,659.43,1.39,535.4,CloudFy,2022-07-22
122919,1218,Sao Paulo (SP),Florianopolis (SC),premium,1367.6,1.46,562.14,Rainbow,2022-07-22
127458,1257,Recife (PE),Florianopolis (SC),firstClass,1354.53,1.76,676.53,CloudFy,2022-07-22
44127,431,Salvador (BH),Aracaju (SE),firstClass,1531.92,2.16,830.86,CloudFy,2022-07-22
59326,575,Sao Paulo (SP),Campo Grande (MS),economic,367.22,0.44,168.22,Rainbow,2022-07-22
106998,1061,Brasilia (DF),Florianopolis (SC),economic,889.07,1.66,637.56,Rainbow,2022-07-22
64312,625,Rio de Janeiro (RJ),Campo Grande (MS),premium,1139.93,2.09,806.48,CloudFy,2022-07-22
74949,727,Rio de Janeiro (RJ),Aracaju (SE),premium,1091.21,1.55,597.61,CloudFy,2022-07-22
135808,1335,Aracaju (SE),Florianopolis (SC),premium,1132.81,2.1,808.85,Rainbow,2022-07-22
92842,915,Aracaju (SE),Florianopolis (SC),economic,852.18,2.1,808.85,Rainbow,2022-07-22
12932,126,Recife (PE),Aracaju (SE),economic,684.88,1.44,555.74,CloudFy,2022-07-22
126806,1253,Brasilia (DF),Florianopolis (SC),economic,884.94,1.66,637.56,CloudFy,2022-07-22
102149,1012,Natal (RN),Florianopolis (SC),premium,1212.58,1.84,709.37,Rainbow,2022-07-22
33149,319,Sao Paulo (SP),Brasilia (DF),firstClass,727.31,0.67,257.81,FlyingDrops,2022-07-22
81841,796,Rio de Janeiro (RJ),Natal (RN),firstClass,1297.49,1.55,595.03,CloudFy,2022-07-22
46793,454,Aracaju (SE),Campo Grande (MS),premium,1021.53,1.69,650.1,CloudFy,2022-07-22
14680,146,Campo Grande (MS),Brasilia (DF),firstClass,847.83,0.72,277.7,FlyingDrops,2022-07-22
19435,189,Sao Paulo (SP),Recife (PE),premium,1195.26,1.26,486.52,CloudFy,2022-07-22
1952,16,Natal (RN),Recife (PE),premium,579.62,0.58,222.67,Rainbow,2022-07-22
109013,1080,Sao Paulo (SP),Florianopolis (SC),premium,1367.6,1.46,562.14,Rainbow,2022-07-22
61613,601,Aracaju (SE),Campo Grande (MS),firstClass,1389.37,1.69,650.1,CloudFy,2022-07-22
23597,230,Campo Grande (MS),Recife (PE),economic,674.16,1.39,535.4,Rainbow,2022-07-22
12312,119,Natal (RN),Recife (PE),firstClass,694.42,0.58,222.67,FlyingDrops,2022-07-22
66279,642,Natal (RN),Campo Grande (MS),firstClass,855.82,0.65,250.68,Rainbow,2022-07-22
69993,677,Natal (RN),Aracaju (SE),firstClass,576.66,0.46,176.33,CloudFy,2022-07-22
7455,70,Recife (PE),Brasilia (DF),economic,393.68,0.63,242.21,CloudFy,2022-07-22
66534,645,Sao Paulo (SP),Campo Grande (MS),premium,438.74,0.44,168.22,Rainbow,2022-07-22
49372,483,Natal (RN),Campo Grande (MS),firstClass,855.82,0.65,250.68,Rainbow,2022-07-22
108740,1078,Campo Grande (MS),Florianopolis (SC),firstClass,1446.34,1.49,573.81,CloudFy,2022-07-22
67386,652,Brasilia (DF),Natal (RN),firstClass,1433.35,1.43,550.69,FlyingDrops,2022-07-22
78043,757,Brasilia (DF),Sao Paulo (SP),premium,698.1,0.67,257.81,CloudFy,2022-07-22
120325,1193,Natal (RN),Florianopolis (SC),firstClass,1554.92,1.84,709.37,Rainbow,2022-07-22
22424,219,Brasilia (DF),Recife (PE),firstClass,804.24,0.63,242.21,CloudFy,2022-07-22
94707,935,Brasilia (DF),Florianopolis (SC),firstClass,1487.52,1.66,637.56,CloudFy,2022-07-22
31754,304,Florianopolis (SC),Aracaju (SE),firstClass,1582.1,2.1,808.85,Rainbow,2022-07-22
32220,308,Campo Grande (MS),Recife (PE),firstClass,1185.95,1.39,535.4,Rainbow,2022-07-22
56720,552,Florianopolis (SC),Campo Grande (MS),firstClass,857.32,1.49,573.81,Rainbow,2022-07-22
65282,634,Rio de Janeiro (RJ),Campo Grande (MS),premium,1139.93,2.09,806.48,CloudFy,2022-07-22
46039,448,Aracaju (SE),Brasilia (DF),firstClass,957.68,1.11,425.98,CloudFy,2022-07-23
26256,251,Aracaju (SE),Brasilia (DF),firstClass,959.29,1.11,425.98,Rainbow,2022-07-23
22591,220,Salvador (BH),Recife (PE),firstClass,1348.04,2.05,788.55,FlyingDrops,2022-07-23
98248,973,Natal (RN),Florianopolis (SC),premium,1212.58,1.84,709.37,Rainbow,2022-07-23
58807,572,Salvador (BH),Campo Grande (MS),premium,684.85,1.36,522.34,CloudFy,2022-07-23
31409,300,Recife (PE),Brasilia (DF),premium,573.61,0.63,242.21,CloudFy,2022-07-23
103614,1027,Aracaju (SE),Florianopolis (SC),firstClass,1515.79,2.1,808.85,CloudFy,2022-07-23
65704,638,Sao Paulo (SP),Campo Grande (MS),firstClass,595.09,0.44,168.22,Rainbow,2022-07-23
46319,450,Brasilia (DF),Recife (PE),economic,432.1,0.63,242.21,CloudFy,2022-07-23
115404,1147,Brasilia (DF),Florianopolis (SC),firstClass,1487.52,1.66,637.56,CloudFy,2022-07-23
969,8,Campo Grande (MS),Recife (PE),firstClass,1185.95,1.39,535.4,Rainbow,2022-07-23
129312,1272,Rio de Janeiro (RJ),Florianopolis (SC),firstClass,941.27,1.21,466.3,Rainbow,2022-07-23
115946,1150,Brasilia (DF),Florianopolis (SC),premium,1189.32,1.66,637.56,CloudFy,2022-07-23
75768,737,Salvador (BH),Aracaju (SE),firstClass,1581.59,2.16,830.86,FlyingDrops,2022-07-23
51754,502,Sao Paulo (SP),Campo Grande (MS),firstClass,595.09,0.44,168.22,Rainbow,2022-07-23
89096,879,Rio de Janeiro (RJ),Sao Paulo (SP),premium,645.44,0.86,331.89,CloudFy,2022-07-23
