travelCode,userCode,from,to,flightType,price,time,distance,agency,date
39496,381,Recife (PE),Natal (RN),firstClass,628.96,0.58,222.67,Rainbow,2022-06-02
7029,67,Aracaju (SE),Salvador (BH),economic,943.36,2.16,830.86,Rainbow,2022-06-02
50345,490,Campo Grande (MS),Aracaju (SE),economic,877.56,1.69,650.1,Rainbow,2022-06-02
26087,250,Aracaju (SE),Brasilia (DF),firstClass,959.29,1.11,425.98,Rainbow,2022-06-02
38926,372,Brasilia (DF),Salvador (BH),economic,921.08,1.76,676.56,Rainbow,2022-06-02
74202,718,Natal (RN),Aracaju (SE),economic,301.61,0.46,176.33,Rainbow,2022-06-02
123511,1222,Florianopolis (SC),Sao Paulo (SP),firstClass,693.51,1.46,562.14,CloudFy,2022-06-02
49649,485,Campo Grande (MS),Brasilia (DF),firstClass,847.83,0.72,277.7,FlyingDrops,2022-06-02
126164,1248,Florianopolis (SC),Natal (RN),firstClass,1315.27,1.84,709.37,CloudFy,2022-06-02
1945,16,Aracaju (SE),Florianopolis (SC),firstClass,1515.79,2.1,808.85,CloudFy,2022-06-02
124267,1227,Florianopolis (SC),Rio de Janeiro (RJ),economic,317.08,1.21,466.3,Rainbow,2022-06-02
49804,486,Campo Grande (MS),Florianopolis (SC),premium,1031.59,1.49,573.81,CloudFy,2022-06-02
135801,1335,Florianopolis (SC),Salvador (BH),premium,1311.38,2.44,937.77,CloudFy,2022-06-02
5286,52,Aracaju (SE),Natal (RN),economic,332.1,0.46,176.33,CloudFy,2022-06-02
37364,355,Aracaju (SE),Brasilia (DF),premium,706.36,1.11,425.98,Rainbow,2022-06-02
73843,715,Sao Paulo (SP),Rio de Janeiro (RJ),economic,593.13,0.86,331.89,CloudFy,2022-06-02
94700,935,Florianopolis (SC),Recife (PE),economic,695.3,1.76,676.53,Rainbow,2022-06-02
93803,925,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,549.55,1.21,466.3,Rainbow,2022-06-02
126600,1252,Florianopolis (SC),Sao Paulo (SP),premium,554.87,1.46,562.14,CloudFy,2022-06-02
127309,1256,Florianopolis (SC),Campo Grande (MS),economic,544.86,1.49,573.81,Rainbow,2022-06-02
132672,1306,Florianopolis (SC),Salvador (BH),firstClass,1640.8,2.44,937.77,CloudFy,2022-06-02
38747,371,Recife (PE),Sao Paulo (SP),firstClass,980.83,1.26,486.52,Rainbow,2022-06-02
94861,936,Florianopolis (SC),Natal (RN),economic,726.95,1.84,709.37,CloudFy,2022-06-02
94506,933,Florianopolis (SC),Rio de Janeiro (RJ),economic,317.08,1.21,466.3,Rainbow,2022-06-02
75761,737,Natal (RN),Rio de Janeiro (RJ),economic,755.71,1.55,595.03,Rainbow,2022-06-02
52190,505,Campo Grande (MS),Recife (PE),premium,959.91,1.39,535.4,CloudFy,2022-06-02
55882,544,Campo Grande (MS),Natal (RN),firstClass,778.01,0.65,250.68,Rainbow,2022-06-02
122912,1218,Florianopolis (SC),Sao Paulo (SP),firstClass,693.51,1.46,562.14,CloudFy,2022-06-02
67001,650,Aracaju (SE),Natal (RN),economic,332.1,0.46,176.33,CloudFy,2022-06-02
6197,61,Recife (PE),Salvador (BH),economic,842.11,2.05,788.55,CloudFy,2022-06-02
127451,1257,Florianopolis (SC),Aracaju (SE),firstClass,1468.03,2.1,808.85,CloudFy,2022-06-02
126799,1253,Florianopolis (SC),Sao Paulo (SP),premium,577.76,1.46,562.14,Rainbow,2022-06-02
125592,1239,Florianopolis (SC),Salvador (BH),firstClass,1640.8,2.44,937.77,CloudFy,2022-06-02
55544,541,Campo Grande (MS),Recife (PE),economic,674.16,1.39,535.4,Rainbow,2022-06-02
73670,714,Sao Paulo (SP),Rio de Janeiro (RJ),premium,861.9,0.86,331.89,Rainbow,2022-06-02
38354,368,Brasilia (DF),Florianopolis (SC),firstClass,1487.52,1.66,637.56,CloudFy,2022-06-02
75327,731,Aracaju (SE),Campo Grande (MS),economic,743.54,1.69,650.1,Rainbow,2022-06-02
37942,362,Brasilia (DF),Rio de Janeiro (RJ),firstClass,649.64,0.48,183.37,CloudFy,2022-06-02
66680,646,Campo Grande (MS),Rio de Janeiro (RJ),economic,972.12,2.09,806.48,CloudFy,2022-06-02
7448,70,Aracaju (SE),Natal (RN),premium,427.25,0.46,176.33,Rainbow,2022-06-02
6020,60,Brasilia (DF),Natal (RN),premium,1067.3,1.43,550.69,CloudFy,2022-06-02
56079,545,Campo Grande (MS),Salvador (BH),premium,826.72,1.36,522.34,CloudFy,2022-06-02
124103,1226,Florianopolis (SC),Recife (PE),firstClass,1292.29,1.76,676.53,FlyingDrops,2022-06-02
124417,1228,Florianopolis (SC),Rio de Janeiro (RJ),economic,313.62,1.21,466.3,CloudFy,2022-06-02
93478,922,Florianopolis (SC),Campo Grande (MS),firstClass,857.32,1.49,573.81,Rainbow,2022-06-02
6360,62,Brasilia (DF),Natal (RN),firstClass,1313.76,1.43,550.69,CloudFy,2022-06-02
26249,251,Aracaju (SE),Florianopolis (SC),firstClass,1515.79,2.1,808.85,CloudFy,2022-06-02
123872,1224,Florianopolis (SC),Natal (RN),premium,1114.55,1.84,709.37,Rainbow,2022-06-02
25702,247,Aracaju (SE),Campo Grande (MS),premium,1116.83,1.69,650.1,Rainbow,2022-06-02
123207,1220,Florianopolis (SC),Brasilia (DF),firstClass,1127.36,1.66,637.56,CloudFy,2022-06-02
6659,64,Recife (PE),Aracaju (SE),economic,663.23,1.44,555.74,Rainbow,2022-06-02
73177,710,Natal (RN),Recife (PE),premium,579.62,0.58,222.67,Rainbow,2022-06-02
74942,727,Natal (RN),Salvador (BH),economic,959.79,1.85,710.57,Rainbow,2022-06-02
123707,1223,Florianopolis (SC),Brasilia (DF),premium,814.55,1.66,637.56,Rainbow,2022-06-02
5019,49,Aracaju (SE),Campo Grande (MS),premium,1116.83,1.69,650.1,Rainbow,2022-06-02
49995,487,Campo Grande (MS),Sao Paulo (SP),firstClass,620.16,0.44,168.22,CloudFy,2022-06-02
125351,1236,Florianopolis (SC),Rio de Janeiro (RJ),premium,481.42,1.21,466.3,Rainbow,2022-06-02
93164,919,Florianopolis (SC),Natal (RN),economic,780.68,1.84,709.37,Rainbow,2022-06-02
127120,1255,Florianopolis (SC),Campo Grande (MS),economic,478.02,1.49,573.81,CloudFy,2022-06-02
76245,742,Sao Paulo (SP),Florianopolis (SC),firstClass,1666.23,1.46,562.14,FlyingDrops,2022-06-02
38506,369,Brasilia (DF),Natal (RN),firstClass,1433.35,1.43,550.69,FlyingDrops,2022-06-02
94316,931,Florianopolis (SC),Recife (PE),firstClass,1292.29,1.76,676.53,FlyingDrops,2022-06-02
132490,1305,Florianopolis (SC),Sao Paulo (SP),economic,427.0,1.46,562.14,Rainbow,2022-06-02
94149,930,Florianopolis (SC),Salvador (BH),firstClass,1630.75,2.44,937.77,Rainbow,2022-06-02
124747,1231,Florianopolis (SC),Natal (RN),firstClass,1385.49,1.84,709.37,Rainbow,2022-06-02
73342,711,Sao Paulo (SP),Campo Grande (MS),economic,335.16,0.44,168.22,CloudFy,2022-06-02
55381,540,Campo Grande (MS),Rio de Janeiro (RJ),premium,1363.27,2.09,806.48,CloudFy,2022-06-02
37638,357,Aracaju (SE),Brasilia (DF),premium,706.36,1.11,425.98,Rainbow,2022-06-02
37000,352,Brasilia (DF),Campo Grande (MS),premium,851.15,0.72,277.7,Rainbow,2022-06-02
5715,56,Recife (PE),Natal (RN),premium,474.6,0.58,222.67,CloudFy,2022-06-02
76540,744,Aracaju (SE),Natal (RN),economic,332.1,0.46,176.33,CloudFy,2022-06-02
126325,1249,Florianopolis (SC),Salvador (BH),premium,1367.88,2.44,937.77,Rainbow,2022-06-02
46633,453,Campo Grande (MS),Salvador (BH),premium,826.72,1.36,522.34,CloudFy,2022-06-02
99945,992,Florianopolis (SC),Aracaju (SE),premium,1248.7,2.1,808.85,Rainbow,2022-06-02
115127,1145,Florianopolis (SC),Brasilia (DF),firstClass,1127.36,1.66,637.56,CloudFy,2022-06-02
11134,110,Recife (PE),Brasilia (DF),economic,393.68,0.63,242.21,CloudFy,2022-06-02
109006,1080,Florianopolis (SC),Recife (PE),firstClass,1175.62,1.76,676.53,Rainbow,2022-06-02
61606,601,Campo Grande (MS),Salvador (BH),firstClass,1114.75,1.36,522.34,Rainbow,2022-06-02
15340,152,Brasilia (DF),Campo Grande (MS),premium,851.15,0.72,277.7,Rainbow,2022-06-02
86869,856,Sao Paulo (SP),Campo Grande (MS),firstClass,668.19,0.44,168.22,FlyingDrops,2022-06-02
89089,879,Sao Paulo (SP),Salvador (BH),premium,1114.09,1.04,401.66,Rainbow,2022-06-02
60853,587,Campo Grande (MS),Aracaju (SE),premium,1146.95,1.69,650.1,Rainbow,2022-06-02
70648,684,Natal (RN),Recife (PE),firstClass,744.11,0.58,222.67,CloudFy,2022-06-02
96333,952,Florianopolis (SC),Rio de Janeiro (RJ),economic,317.08,1.21,466.3,Rainbow,2022-06-02
131635,1295,Florianopolis (SC),Aracaju (SE),firstClass,1574.28,2.1,808.85,FlyingDrops,2022-06-02
117558,1164,Florianopolis (SC),Brasilia (DF),firstClass,1097.17,1.66,637.56,FlyingDrops,2022-06-02
72829,707,Sao Paulo (SP),Rio de Janeiro (RJ),premium,846.03,0.86,331.89,CloudFy,2022-06-02
34106,326,Recife (PE),Salvador (BH),firstClass,1596.61,2.05,788.55,FlyingDrops,2022-06-02
12490,120,Brasilia (DF),Recife (PE),premium,559.13,0.63,242.21,Rainbow,2022-06-02
31402,300,Recife (PE),Rio de Janeiro (RJ),firstClass,1706.89,2.3,885.57,FlyingDrops,2022-06-02
98763,977,Florianopolis (SC),Sao Paulo (SP),firstClass,738.8,1.46,562.14,Rainbow,2022-06-02
58600,571,Campo Grande (MS),Florianopolis (SC),economic,764.53,1.49,573.81,Rainbow,2022-06-02
79880,776,Aracaju (SE),Salvador (BH),firstClass,1723.71,2.16,830.86,Rainbow,2022-06-02
117721,1165,Florianopolis (SC),Campo Grande (MS),economic,478.02,1.49,573.81,CloudFy,2022-06-02
36665,349,Recife (PE),Salvador (BH),premium,1249.83,2.05,788.55,Rainbow,2022-06-02
63748,619,Campo Grande (MS),Brasilia (DF),premium,691.99,0.72,277.7,Rainbow,2022-06-02
56910,553,Campo Grande (MS),Natal (RN),economic,467.6,0.65,250.68,CloudFy,2022-06-02
102682,1019,Florianopolis (SC),Aracaju (SE),premium,1248.7,2.1,808.85,Rainbow,2022-06-02
72559,705,Aracaju (SE),Recife (PE),firstClass,1088.87,1.44,555.74,FlyingDrops,2022-06-02
81176,789,Natal (RN),Brasilia (DF),economic,697.51,1.43,550.69,CloudFy,2022-06-02
44517,434,Recife (PE),Rio de Janeiro (RJ),premium,1270.03,2.3,885.57,CloudFy,2022-06-02
64305,625,Campo Grande (MS),Recife (PE),firstClass,1244.73,1.39,535.4,CloudFy,2022-06-02
11289,111,Aracaju (SE),Salvador (BH),premium,1289.05,2.16,830.86,Rainbow,2022-06-02
67190,651,Natal (RN),Florianopolis (SC),firstClass,1554.92,1.84,709.37,Rainbow,2022-06-02
71827,696,Sao Paulo (SP),Rio de Janeiro (RJ),firstClass,1041.65,0.86,331.89,FlyingDrops,2022-06-02
50829,493,Campo Grande (MS),Florianopolis (SC),premium,1030.13,1.49,573.81,Rainbow,2022-06-02
1578,13,Brasilia (DF),Salvador (BH),economic,921.08,1.76,676.56,Rainbow,2022-06-02
100879,1002,Florianopolis (SC),Aracaju (SE),economic,819.41,2.1,808.85,Rainbow,2022-06-02
101233,1004,Florianopolis (SC),Campo Grande (MS),firstClass,949.58,1.49,573.81,CloudFy,2022-06-02
91903,906,Florianopolis (SC),Recife (PE),premium,918.66,1.76,676.53,CloudFy,2022-06-02
57275,557,Campo Grande (MS),Rio de Janeiro (RJ),firstClass,1754.17,2.09,806.48,Rainbow,2022-06-02
129017,1270,Florianopolis (SC),Brasilia (DF),firstClass,1087.18,1.66,637.56,Rainbow,2022-06-02
1797,15,Recife (PE),Rio de Janeiro (RJ),premium,1270.03,2.3,885.57,CloudFy,2022-06-02
90064,888,Florianopolis (SC),Campo Grande (MS),firstClass,930.34,1.49,573.81,FlyingDrops,2022-06-02
101978,1011,Florianopolis (SC),Brasilia (DF),economic,555.01,1.66,637.56,Rainbow,2022-06-02
12305,119,Brasilia (DF),Salvador (BH),firstClass,1724.49,1.76,676.56,FlyingDrops,2022-06-02
34807,331,Aracaju (SE),Rio de Janeiro (RJ),economic,717.04,1.55,597.61,CloudFy,2022-06-02
51090,497,Campo Grande (MS),Aracaju (SE),premium,1215.45,1.69,650.1,CloudFy,2022-06-02
42647,415,Recife (PE),Brasilia (DF),premium,638.63,0.63,242.21,Rainbow,2022-06-02
1316,11,Recife (PE),Brasilia (DF),economic,439.38,0.63,242.21,Rainbow,2022-06-02
45287,441,Brasilia (DF),Sao Paulo (SP),economic,533.8,0.67,257.81,Rainbow,2022-06-02
54698,533,Campo Grande (MS),Brasilia (DF),premium,691.99,0.72,277.7,Rainbow,2022-06-02
127845,1260,Florianopolis (SC),Natal (RN),premium,1114.55,1.84,709.37,Rainbow,2022-06-02
25195,243,Aracaju (SE),Sao Paulo (SP),premium,588.14,1.02,392.76,Rainbow,2022-06-02
108733,1078,Florianopolis (SC),Natal (RN),firstClass,1385.49,1.84,709.37,Rainbow,2022-06-02
111144,1101,Florianopolis (SC),Aracaju (SE),firstClass,1468.03,2.1,808.85,CloudFy,2022-06-02
111507,1104,Florianopolis (SC),Rio de Janeiro (RJ),premium,469.92,1.21,466.3,CloudFy,2022-06-02
106831,1060,Florianopolis (SC),Salvador (BH),firstClass,1640.8,2.44,937.77,CloudFy,2022-06-02
10797,107,Aracaju (SE),Florianopolis (SC),economic,852.18,2.1,808.85,Rainbow,2022-06-02
3899,39,Aracaju (SE),Florianopolis (SC),premium,1174.97,2.1,808.85,CloudFy,2022-06-02
66087,641,Campo Grande (MS),Brasilia (DF),firstClass,870.91,0.72,277.7,Rainbow,2022-06-02
90355,891,Florianopolis (SC),Salvador (BH),firstClass,1640.8,2.44,937.77,CloudFy,2022-06-02
92290,909,Florianopolis (SC),Sao Paulo (SP),firstClass,762.89,1.46,562.14,FlyingDrops,2022-06-02
49191,482,Campo Grande (MS),Brasilia (DF),firstClass,847.83,0.72,277.7,FlyingDrops,2022-06-02
118182,1170,Florianopolis (SC),Aracaju (SE),economic,819.41,2.1,808.85,Rainbow,2022-06-02
69352,671,Sao Paulo (SP),Aracaju (SE),economic,647.9,1.02,392.76,Rainbow,2022-06-02
83417,814,Natal (RN),Sao Paulo (SP),firstClass,1142.29,0.85,327.55,FlyingDrops,2022-06-02
62874,612,Campo Grande (MS),Rio de Janeiro (RJ),premium,1328.88,2.09,806.48,Rainbow,2022-06-02
108496,1076,Florianopolis (SC),Salvador (BH),premium,1311.38,2.44,937.77,CloudFy,2022-06-02
130063,1280,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,624.89,1.21,466.3,FlyingDrops,2022-06-02
88666,875,Aracaju (SE),Natal (RN),economic,380.32,0.46,176.33,Rainbow,2022-06-02
15066,149,Aracaju (SE),Campo Grande (MS),firstClass,1376.09,1.69,650.1,FlyingDrops,2022-06-02
26841,258,Brasilia (DF),Rio de Janeiro (RJ),firstClass,539.39,0.48,183.37,FlyingDrops,2022-06-02
114415,1138,Florianopolis (SC),Rio de Janeiro (RJ),premium,481.42,1.21,466.3,Rainbow,2022-06-02
111705,1105,Florianopolis (SC),Rio de Janeiro (RJ),premium,481.42,1.21,466.3,Rainbow,2022-06-02
18984,186,Aracaju (SE),Florianopolis (SC),firstClass,1499.93,2.1,808.85,FlyingDrops,2022-06-02
101788,1009,Florianopolis (SC),Aracaju (SE),firstClass,1468.03,2.1,808.85,CloudFy,2022-06-02
28402,271,Brasilia (DF),Rio de Janeiro (RJ),premium,440.69,0.48,183.37,Rainbow,2022-06-02
134610,1323,Florianopolis (SC),Salvador (BH),premium,1367.88,2.44,937.77,Rainbow,2022-06-02
53611,517,Campo Grande (MS),Brasilia (DF),economic,517.82,0.72,277.7,Rainbow,2022-06-02
86138,848,Natal (RN),Recife (PE),premium,563.23,0.58,222.67,CloudFy,2022-06-02
81482,793,Sao Paulo (SP),Brasilia (DF),firstClass,824.31,0.67,257.81,Rainbow,2022-06-02
101046,1003,Florianopolis (SC),Brasilia (DF),firstClass,1097.17,1.66,637.56,FlyingDrops,2022-06-02
120844,1197,Florianopolis (SC),Aracaju (SE),premium,1149.53,2.1,808.85,CloudFy,2022-06-02
122060,1210,Florianopolis (SC),Salvador (BH),economic,898.67,2.44,937.77,CloudFy,2022-06-02
77867,756,Aracaju (SE),Salvador (BH),premium,1288.79,2.16,830.86,CloudFy,2022-06-02
32520,312,Brasilia (DF),Florianopolis (SC),firstClass,1569.65,1.66,637.56,FlyingDrops,2022-06-02
16875,168,Aracaju (SE),Recife (PE),firstClass,1088.87,1.44,555.74,FlyingDrops,2022-06-02
24561,239,Aracaju (SE),Florianopolis (SC),economic,852.18,2.1,808.85,Rainbow,2022-06-02
3500,34,Aracaju (SE),Recife (PE),premium,835.21,1.44,555.74,CloudFy,2022-06-02
19155,187,Recife (PE),Rio de Janeiro (RJ),firstClass,1706.89,2.3,885.57,FlyingDrops,2022-06-02
84996,835,Sao Paulo (SP),Campo Grande (MS),firstClass,668.19,0.44,168.22,FlyingDrops,2022-06-02
79723,775,Aracaju (SE),Florianopolis (SC),firstClass,1499.93,2.1,808.85,FlyingDrops,2022-06-02
33940,325,Recife (PE),Florianopolis (SC),economic,761.2,1.76,676.53,CloudFy,2022-06-02
47619,461,Campo Grande (MS),Rio de Janeiro (RJ),economic,972.12,2.09,806.48,CloudFy,2022-06-02
962,8,Aracaju (SE),Recife (PE),firstClass,1124.11,1.44,555.74,CloudFy,2022-06-02
23304,228,Brasilia (DF),Florianopolis (SC),firstClass,1569.65,1.66,637.56,FlyingDrops,2022-06-02
65925,640,Campo Grande (MS),Natal (RN),premium,541.59,0.65,250.68,Rainbow,2022-06-02
10986,109,Recife (PE),Sao Paulo (SP),economic,545.95,1.26,486.52,Rainbow,2022-06-02
22922,223,Recife (PE),Florianopolis (SC),premium,1070.54,1.76,676.53,Rainbow,2022-06-02
114721,1140,Florianopolis (SC),Sao Paulo (SP),premium,577.76,1.46,562.14,Rainbow,2022-06-02
62337,607,Campo Grande (MS),Natal (RN),firstClass,749.85,0.65,250.68,FlyingDrops,2022-06-02
30110,287,Recife (PE),Sao Paulo (SP),premium,657.87,1.26,486.52,CloudFy,2022-06-02
24168,236,Brasilia (DF),Salvador (BH),economic,921.08,1.76,676.56,Rainbow,2022-06-02
40058,387,Recife (PE),Aracaju (SE),firstClass,1300.81,1.44,555.74,FlyingDrops,2022-06-02
8444,82,Brasilia (DF),Campo Grande (MS),economic,629.54,0.72,277.7,Rainbow,2022-06-02
27085,260,Brasilia (DF),Natal (RN),firstClass,1313.76,1.43,550.69,CloudFy,2022-06-02
98241,973,Florianopolis (SC),Aracaju (SE),premium,1149.53,2.1,808.85,CloudFy,2022-06-02
77462,752,Aracaju (SE),Salvador (BH),firstClass,1684.05,2.16,830.86,CloudFy,2022-06-02
65275,634,Campo Grande (MS),Aracaju (SE),firstClass,1581.8,1.69,650.1,CloudFy,2022-06-02
20016,194,Aracaju (SE),Rio de Janeiro (RJ),premium,1007.72,1.55,597.61,CloudFy,2022-06-02
70308,680,Sao Paulo (SP),Aracaju (SE),firstClass,1159.84,1.02,392.76,Rainbow,2022-06-02
59172,574,Campo Grande (MS),Brasilia (DF),firstClass,847.83,0.72,277.7,FlyingDrops,2022-06-02
131238,1290,Florianopolis (SC),Salvador (BH),firstClass,1630.75,2.44,937.77,Rainbow,2022-06-02
98532,975,Florianopolis (SC),Sao Paulo (SP),economic,427.0,1.46,562.14,Rainbow,2022-06-02
92835,915,Florianopolis (SC),Recife (PE),firstClass,1292.29,1.76,676.53,FlyingDrops,2022-06-02
86539,852,Aracaju (SE),Sao Paulo (SP),economic,410.79,1.02,392.76,CloudFy,2022-06-02
109660,1086,Florianopolis (SC),Brasilia (DF),economic,636.51,1.66,637.56,CloudFy,2022-06-02
133710,1316,Florianopolis (SC),Recife (PE),firstClass,1300.6,1.76,676.53,CloudFy,2022-06-02
27593,264,Brasilia (DF),Rio de Janeiro (RJ),economic,344.26,0.48,183.37,CloudFy,2022-06-02
36377,346,Aracaju (SE),Natal (RN),economic,332.1,0.46,176.33,CloudFy,2022-06-02
91082,898,Florianopolis (SC),Recife (PE),firstClass,1292.29,1.76,676.53,FlyingDrops,2022-06-02
128662,1268,Florianopolis (SC),Campo Grande (MS),firstClass,930.34,1.49,573.81,FlyingDrops,2022-06-02
110523,1095,Florianopolis (SC),Sao Paulo (SP),premium,554.87,1.46,562.14,CloudFy,2022-06-02
133548,1315,Florianopolis (SC),Brasilia (DF),firstClass,1127.36,1.66,637.56,CloudFy,2022-06-02
28761,274,Recife (PE),Brasilia (DF),firstClass,709.25,0.63,242.21,CloudFy,2022-06-02
58981,573,Campo Grande (MS),Sao Paulo (SP),premium,536.98,0.44,168.22,CloudFy,2022-06-02
115939,1150,Florianopolis (SC),Aracaju (SE),economic,819.41,2.1,808.85,Rainbow,2022-06-02
24311,237,Recife (PE),Campo Grande (MS),economic,563.71,1.39,535.4,CloudFy,2022-06-02
40356,389,Brasilia (DF),Sao Paulo (SP),premium,698.1,0.67,257.81,CloudFy,2022-06-02
