travelCode,userCode,from,to,flightType,price,time,distance,agency,date
79048,766,Campo Grande (MS),Sao Paulo (SP),premium,441.34,0.44,168.22,Rainbow,2023-07-01
92692,914,Sao Paulo (SP),Florianopolis (SC),economic,908.17,1.46,562.14,Rainbow,2023-07-01
134194,1320,Recife (PE),Florianopolis (SC),firstClass,1354.53,1.76,676.53,CloudFy,2023-07-01
56135,545,Aracaju (SE),Campo Grande (MS),firstClass,1389.37,1.69,650.1,CloudFy,2023-07-01
40412,389,Campo Grande (MS),Recife (PE),firstClass,1262.23,1.39,535.4,FlyingDrops,2023-07-01
20244,195,Brasilia (DF),Recife (PE),economic,421.2,0.63,242.21,Rainbow,2023-07-01
103463,1026,Natal (RN),Florianopolis (SC),firstClass,1554.92,1.84,709.37,Rainbow,2023-07-01
43279,422,Rio de Janeiro (RJ),Aracaju (SE),firstClass,1446.4,1.55,597.61,CloudFy,2023-07-01
81538,793,Florianopolis (SC),Sao Paulo (SP),firstClass,738.8,1.46,562.14,Rainbow,2023-07-01
422,3,Rio de Janeiro (RJ),Brasilia (DF),firstClass,591.19,0.48,183.37,FlyingDrops,2023-07-02
111563,1104,Campo Grande (MS),Florianopolis (SC),firstClass,1341.21,1.49,573.81,Rainbow,2023-07-02
134666,1323,Rio de Janeiro (RJ),Florianopolis (SC),premium,672.66,1.21,466.3,Rainbow,2023-07-02
93859,925,Aracaju (SE),Florianopolis (SC),firstClass,1499.93,2.1,808.85,FlyingDrops,2023-07-02
17507,174,Rio de Janeiro (RJ),Recife (PE),economic,952.83,2.3,885.57,CloudFy,2023-07-03
621,4,Brasilia (DF),Recife (PE),premium,568.38,0.63,242.21,CloudFy,2023-07-03
58656,571,Florianopolis (SC),Campo Grande (MS),premium,714.86,1.49,573.81,Rainbow,2023-07-03
2489,21,Florianopolis (SC),Brasilia (DF),firstClass,1127.36,1.66,637.56,CloudFy,2023-07-03
56769,552,Salvador (BH),Campo Grande (MS),firstClass,961.85,1.36,522.34,Rainbow,2023-07-03
24886,241,Campo Grande (MS),Aracaju (SE),firstClass,1473.41,1.69,650.1,FlyingDrops,2023-07-03
95304,940,Recife (PE),Florianopolis (SC),economic,761.2,1.76,676.53,CloudFy,2023-07-03
101289,1004,Natal (RN),Florianopolis (SC),premium,1212.58,1.84,709.37,Rainbow,2023-07-03
33579,322,Brasilia (DF),Natal (RN),economic,726.19,1.43,550.69,Rainbow,2023-07-06
2490,21,Aracaju (SE),Sao Paulo (SP),premium,588.14,1.02,392.76,Rainbow,2023-07-06
101290,1004,Florianopolis (SC),Natal (RN),economic,780.68,1.84,709.37,Rainbow,2023-07-06
103464,1026,Florianopolis (SC),Brasilia (DF),economic,636.51,1.66,637.56,CloudFy,2023-07-06
81539,793,Aracaju (SE),Campo Grande (MS),firstClass,1387.89,1.69,650.1,Rainbow,2023-07-06
24887,241,Brasilia (DF),Salvador (BH),premium,1268.97,1.76,676.56,Rainbow,2023-07-06
79049,766,Sao Paulo (SP),Natal (RN),firstClass,943.18,0.85,327.55,FlyingDrops,2023-07-06
134195,1320,Florianopolis (SC),Natal (RN),firstClass,1315.27,1.84,709.37,CloudFy,2023-07-06
135858,1335,Florianopolis (SC),Campo Grande (MS),economic,478.02,1.49,573.81,CloudFy,2023-07-06
423,3,Brasilia (DF),Florianopolis (SC),firstClass,1569.65,1.66,637.56,FlyingDrops,2023-07-06
95305,940,Florianopolis (SC),Natal (RN),economic,726.95,1.84,709.37,CloudFy,2023-07-06
93860,925,Florianopolis (SC),Salvador (BH),firstClass,1640.8,2.44,937.77,CloudFy,2023-07-06
20245,195,Aracaju (SE),Recife (PE),firstClass,1088.87,1.44,555.74,FlyingDrops,2023-07-06
111564,1104,Florianopolis (SC),Natal (RN),firstClass,1385.49,1.84,709.37,Rainbow,2023-07-06
134667,1323,Florianopolis (SC),Sao Paulo (SP),economic,427.0,1.46,562.14,Rainbow,2023-07-06
622,4,Aracaju (SE),Recife (PE),firstClass,1124.11,1.44,555.74,CloudFy,2023-07-06
40413,389,Brasilia (DF),Florianopolis (SC),economic,884.94,1.66,637.56,CloudFy,2023-07-06
115631,1148,Florianopolis (SC),Brasilia (DF),premium,885.37,1.66,637.56,CloudFy,2023-07-06
97452,962,Florianopolis (SC),Campo Grande (MS),premium,714.86,1.49,573.81,Rainbow,2023-07-06
58657,571,Campo Grande (MS),Rio de Janeiro (RJ),premium,1363.27,2.09,806.48,CloudFy,2023-07-06
17508,174,Aracaju (SE),Recife (PE),firstClass,1124.11,1.44,555.74,CloudFy,2023-07-06
92693,914,Florianopolis (SC),Aracaju (SE),premium,1248.7,2.1,808.85,Rainbow,2023-07-06
43280,422,Recife (PE),Brasilia (DF),firstClass,721.93,0.63,242.21,Rainbow,2023-07-06
100002,992,Florianopolis (SC),Salvador (BH),firstClass,1640.8,2.44,937.77,CloudFy,2023-07-06
126657,1252,Florianopolis (SC),Natal (RN),firstClass,1385.49,1.84,709.37,Rainbow,2023-07-06
109968,1089,Florianopolis (SC),Sao Paulo (SP),economic,426.91,1.46,562.14,CloudFy,2023-07-06
79049,766,Natal (RN),Sao Paulo (SP),firstClass,1142.29,0.85,327.55,FlyingDrops,2023-07-07
115631,1148,Brasilia (DF),Florianopolis (SC),premium,1189.32,1.66,637.56,CloudFy,2023-07-07
93860,925,Salvador (BH),Florianopolis (SC),firstClass,1657.48,2.44,937.77,CloudFy,2023-07-07
134195,1320,Natal (RN),Florianopolis (SC),firstClass,1570.02,1.84,709.37,CloudFy,2023-07-07
100002,992,Salvador (BH),Florianopolis (SC),firstClass,1657.48,2.44,937.77,CloudFy,2023-07-07
622,4,Recife (PE),Aracaju (SE),firstClass,1166.1,1.44,555.74,CloudFy,2023-07-07
43280,422,Brasilia (DF),Recife (PE),firstClass,772.21,0.63,242.21,Rainbow,2023-07-07
20245,195,Recife (PE),Aracaju (SE),firstClass,1300.81,1.44,555.74,FlyingDrops,2023-07-08
111564,1104,Natal (RN),Florianopolis (SC),firstClass,1554.92,1.84,709.37,Rainbow,2023-07-08
33579,322,Natal (RN),Brasilia (DF),economic,686.79,1.43,550.69,Rainbow,2023-07-08
423,3,Florianopolis (SC),Brasilia (DF),firstClass,1097.17,1.66,637.56,FlyingDrops,2023-07-08
95305,940,Natal (RN),Florianopolis (SC),economic,873.07,1.84,709.37,CloudFy,2023-07-08
135858,1335,Campo Grande (MS),Florianopolis (SC),economic,808.63,1.49,573.81,CloudFy,2023-07-09
103464,1026,Brasilia (DF),Florianopolis (SC),economic,884.94,1.66,637.56,CloudFy,2023-07-09
58657,571,Rio de Janeiro (RJ),Campo Grande (MS),premium,1139.93,2.09,806.48,CloudFy,2023-07-09
134667,1323,Sao Paulo (SP),Florianopolis (SC),economic,908.17,1.46,562.14,Rainbow,2023-07-09
109968,1089,Sao Paulo (SP),Florianopolis (SC),economic,947.95,1.46,562.14,CloudFy,2023-07-09
97452,962,Campo Grande (MS),Florianopolis (SC),premium,1030.13,1.49,573.81,Rainbow,2023-07-09
126657,1252,Natal (RN),Florianopolis (SC),firstClass,1554.92,1.84,709.37,Rainbow,2023-07-09
40413,389,Florianopolis (SC),Brasilia (DF),economic,636.51,1.66,637.56,CloudFy,2023-07-09
2490,21,Sao Paulo (SP),Aracaju (SE),premium,962.54,1.02,392.76,Rainbow,2023-07-10
81539,793,Campo Grande (MS),Aracaju (SE),firstClass,1545.78,1.69,650.1,Rainbow,2023-07-10
101290,1004,Natal (RN),Florianopolis (SC),economic,884.4,1.84,709.37,Rainbow,2023-07-10
24887,241,Salvador (BH),Brasilia (DF),premium,882.86,1.76,676.56,Rainbow,2023-07-10
17508,174,Recife (PE),Aracaju (SE),firstClass,1166.1,1.44,555.74,CloudFy,2023-07-10
92693,914,Aracaju (SE),Florianopolis (SC),premium,1132.81,2.1,808.85,Rainbow,2023-07-10
81540,793,Sao Paulo (SP),Recife (PE),firstClass,1464.89,1.26,486.52,FlyingDrops,2023-07-13
20246,195,Brasilia (DF),Sao Paulo (SP),firstClass,893.65,0.67,257.81,CloudFy,2023-07-13
97453,962,Florianopolis (SC),Recife (PE),premium,918.66,1.76,676.53,CloudFy,2023-07-13
43281,422,Aracaju (SE),Recife (PE),firstClass,1124.11,1.44,555.74,CloudFy,2023-07-13
126658,1252,Florianopolis (SC),Sao Paulo (SP),firstClass,693.51,1.46,562.14,CloudFy,2023-07-13
623,4,Recife (PE),Natal (RN),premium,474.6,0.58,222.67,CloudFy,2023-07-13
109969,1089,Florianopolis (SC),Sao Paulo (SP),premium,577.76,1.46,562.14,Rainbow,2023-07-13
58658,571,Campo Grande (MS),Aracaju (SE),economic,886.9,1.69,650.1,CloudFy,2023-07-13
95306,940,Florianopolis (SC),Rio de Janeiro (RJ),premium,469.92,1.21,466.3,CloudFy,2023-07-13
24888,241,Aracaju (SE),Brasilia (DF),economic,472.72,1.11,425.98,CloudFy,2023-07-13
103465,1026,Florianopolis (SC),Aracaju (SE),firstClass,1574.28,2.1,808.85,FlyingDrops,2023-07-13
92694,914,Florianopolis (SC),Salvador (BH),premium,1311.38,2.44,937.77,CloudFy,2023-07-13
134668,1323,Florianopolis (SC),Recife (PE),economic,695.3,1.76,676.53,Rainbow,2023-07-13
33580,322,Recife (PE),Aracaju (SE),firstClass,1181.19,1.44,555.74,Rainbow,2023-07-13
2491,21,Recife (PE),Rio de Janeiro (RJ),firstClass,1706.89,2.3,885.57,FlyingDrops,2023-07-13
424,3,Aracaju (SE),Rio de Janeiro (RJ),economic,712.64,1.55,597.61,Rainbow,2023-07-13
79050,766,Natal (RN),Florianopolis (SC),premium,1212.58,1.84,709.37,Rainbow,2023-07-13
93861,925,Florianopolis (SC),Recife (PE),economic,674.52,1.76,676.53,CloudFy,2023-07-13
40414,389,Aracaju (SE),Florianopolis (SC),firstClass,1515.79,2.1,808.85,CloudFy,2023-07-13
424,3,Rio de Janeiro (RJ),Aracaju (SE),economic,734.09,1.55,597.61,Rainbow,2023-07-14
33580,322,Aracaju (SE),Recife (PE),firstClass,1119.47,1.44,555.74,Rainbow,2023-07-14
81540,793,Recife (PE),Sao Paulo (SP),firstClass,954.78,1.26,486.52,FlyingDrops,2023-07-14
95306,940,Rio de Janeiro (RJ),Florianopolis (SC),premium,708.27,1.21,466.3,CloudFy,2023-07-15
40414,389,Florianopolis (SC),Aracaju (SE),firstClass,1468.03,2.1,808.85,CloudFy,2023-07-15
58658,571,Aracaju (SE),Campo Grande (MS),economic,750.92,1.69,650.1,CloudFy,2023-07-15
134668,1323,Recife (PE),Florianopolis (SC),economic,803.39,1.76,676.53,Rainbow,2023-07-15
24888,241,Brasilia (DF),Aracaju (SE),economic,654.88,1.11,425.98,CloudFy,2023-07-15
126658,1252,Sao Paulo (SP),Florianopolis (SC),firstClass,1684.14,1.46,562.14,CloudFy,2023-07-15
93861,925,Recife (PE),Florianopolis (SC),economic,761.2,1.76,676.53,CloudFy,2023-07-15
