travelCode,userCode,from,to,flightType,price,time,distance,agency,date
86574,852,Sao Paulo (SP),Aracaju (SE),firstClass,1269.73,1.02,392.76,FlyingDrops,2023-02-02
127155,1255,Florianopolis (SC),Sao Paulo (SP),premium,577.76,1.46,562.14,Rainbow,2023-02-02
111740,1105,Florianopolis (SC),Campo Grande (MS),economic,544.86,1.49,573.81,Rainbow,2023-02-02
24865,241,Brasilia (DF),Sao Paulo (SP),economic,533.8,0.67,257.81,Rainbow,2023-02-02
21809,212,Aracaju (SE),Salvador (BH),firstClass,1684.05,2.16,830.86,CloudFy,2023-02-02
600,4,Brasilia (DF),Salvador (BH),economic,921.08,1.76,676.56,Rainbow,2023-02-02
29540,281,Aracaju (SE),Sao Paulo (SP),premium,588.14,1.02,392.76,Rainbow,2023-02-02
89527,882,Natal (RN),Brasilia (DF),firstClass,1192.62,1.43,550.69,FlyingDrops,2023-02-02
48809,478,Campo Grande (MS),Brasilia (DF),economic,506.56,0.72,277.7,CloudFy,2023-02-02
401,3,Recife (PE),Natal (RN),economic,301.51,0.58,222.67,CloudFy,2023-02-02
52978,512,Campo Grande (MS),Sao Paulo (SP),firstClass,684.65,0.44,168.22,FlyingDrops,2023-02-02
11324,111,Aracaju (SE),Recife (PE),economic,602.49,1.44,555.74,Rainbow,2023-02-02
26562,254,Brasilia (DF),Recife (PE),premium,559.13,0.63,242.21,Rainbow,2023-02-02
64954,632,Campo Grande (MS),Sao Paulo (SP),firstClass,684.65,0.44,168.22,FlyingDrops,2023-02-02
38782,371,Recife (PE),Aracaju (SE),firstClass,1166.1,1.44,555.74,CloudFy,2023-02-02
82152,798,Sao Paulo (SP),Brasilia (DF),economic,389.47,0.67,257.81,CloudFy,2023-02-02
127880,1260,Florianopolis (SC),Recife (PE),firstClass,1292.29,1.76,676.53,FlyingDrops,2023-02-02
135532,1332,Florianopolis (SC),Natal (RN),premium,1114.55,1.84,709.37,Rainbow,2023-02-02
89124,879,Natal (RN),Campo Grande (MS),economic,546.04,0.65,250.68,CloudFy,2023-02-02
106431,1056,Florianopolis (SC),Recife (PE),firstClass,1300.6,1.76,676.53,CloudFy,2023-02-02
79027,766,Natal (RN),Florianopolis (SC),firstClass,1540.6,1.84,709.37,FlyingDrops,2023-02-02
55917,544,Campo Grande (MS),Natal (RN),premium,541.59,0.65,250.68,Rainbow,2023-02-02
90773,896,Florianopolis (SC),Natal (RN),premium,1128.51,1.84,709.37,CloudFy,2023-02-02
103035,1022,Florianopolis (SC),Campo Grande (MS),firstClass,949.58,1.49,573.81,CloudFy,2023-02-02
33557,322,Brasilia (DF),Florianopolis (SC),premium,1189.32,1.66,637.56,CloudFy,2023-02-02
4079,40,Recife (PE),Florianopolis (SC),economic,761.2,1.76,676.53,CloudFy,2023-02-02
37035,352,Aracaju (SE),Salvador (BH),firstClass,1714.75,2.16,830.86,FlyingDrops,2023-02-02
92133,908,Florianopolis (SC),Brasilia (DF),economic,636.51,1.66,637.56,CloudFy,2023-02-02
12340,119,Aracaju (SE),Florianopolis (SC),firstClass,1515.79,2.1,808.85,CloudFy,2023-02-02
94351,931,Florianopolis (SC),Sao Paulo (SP),firstClass,738.8,1.46,562.14,Rainbow,2023-02-02
58635,571,Campo Grande (MS),Rio de Janeiro (RJ),premium,1328.88,2.09,806.48,Rainbow,2023-02-02
24346,237,Brasilia (DF),Florianopolis (SC),premium,1189.32,1.66,637.56,CloudFy,2023-02-02
16110,158,Recife (PE),Salvador (BH),firstClass,1484.94,2.05,788.55,CloudFy,2023-02-02
116562,1155,Florianopolis (SC),Aracaju (SE),economic,879.1,2.1,808.85,CloudFy,2023-02-02
74977,727,Sao Paulo (SP),Aracaju (SE),economic,647.9,1.02,392.76,Rainbow,2023-02-02
